y,probyes,cum,obs
0,0.379210781,1545,5278
0,0.379151789,1545,5279
0,0.379055188,1545,5280
0,0.378983072,1545,5281
0,0.378929978,1545,5282
0,0.378887476,1545,5283
0,0.378834575,1545,5284
0,0.378800878,1545,5285
0,0.378751323,1545,5286
0,0.378725958,1545,5287
0,0.378723322,1545,5288
1,0.378587992,1546,5289
0,0.378578111,1546,5290
0,0.378570536,1546,5291
0,0.378451081,1546,5292
0,0.378206665,1546,5293
0,0.378115895,1546,5294
0,0.37810014,1546,5295
0,0.378096519,1546,5296
0,0.378012578,1546,5297
0,0.377999459,1546,5298
0,0.377874761,1546,5299
0,0.377847962,1546,5300
0,0.377805319,1546,5301
0,0.377789664,1546,5302
0,0.377767521,1546,5303
0,0.377670071,1546,5304
0,0.377650234,1546,5305
0,0.377629974,1546,5306
0,0.377574698,1546,5307
0,0.377566567,1546,5308
0,0.37745311,1546,5309
0,0.377260444,1546,5310
0,0.377247006,1546,5311
0,0.377235213,1546,5312
0,0.377228964,1546,5313
0,0.377037705,1546,5314
0,0.376976309,1546,5315
0,0.376969075,1546,5316
0,0.376931545,1546,5317
1,0.376765471,1547,5318
0,0.376410969,1547,5319
0,0.37637393,1547,5320
1,0.376299293,1548,5321
0,0.376281315,1548,5322
0,0.376260193,1548,5323
0,0.376243999,1548,5324
0,0.376077341,1548,5325
0,0.375995595,1548,5326
0,0.375935346,1548,5327
0,0.37590175,1548,5328
0,0.375821896,1548,5329
0,0.375559391,1548,5330
0,0.375260995,1548,5331
0,0.375256119,1548,5332
0,0.375237411,1548,5333
0,0.375230753,1548,5334
0,0.375209279,1548,5335
1,0.375205575,1549,5336
1,0.375158269,1550,5337
0,0.375075149,1550,5338
0,0.375062351,1550,5339
0,0.375043647,1550,5340
0,0.37494371,1550,5341
0,0.374865297,1550,5342
1,0.374824756,1551,5343
0,0.374650524,1551,5344
0,0.374645838,1551,5345
0,0.374601372,1551,5346
0,0.374601372,1551,5347
1,0.374570167,1552,5348
0,0.374570167,1552,5349
0,0.374570167,1552,5350
0,0.374570167,1552,5351
0,0.374534512,1552,5352
0,0.374528046,1552,5353
0,0.374359959,1552,5354
0,0.37434511,1552,5355
0,0.374326233,1552,5356
1,0.374299908,1553,5357
1,0.374272226,1554,5358
0,0.374266184,1554,5359
0,0.374190544,1554,5360
0,0.374152327,1554,5361
0,0.374135374,1554,5362
0,0.374113738,1554,5363
0,0.37409229,1554,5364
0,0.373941839,1554,5365
1,0.373723675,1555,5366
0,0.373662589,1555,5367
1,0.3736507,1556,5368
0,0.373552925,1556,5369
0,0.373511693,1556,5370
0,0.373398584,1556,5371
0,0.373242163,1556,5372
0,0.373240479,1556,5373
1,0.373235145,1557,5374
0,0.373102423,1557,5375
0,0.372992217,1557,5376
0,0.372987961,1557,5377
0,0.372772734,1557,5378
0,0.372761043,1557,5379
1,0.372730602,1558,5380
0,0.372709373,1558,5381
0,0.372645969,1558,5382
0,0.372499587,1558,5383
0,0.372404832,1558,5384
0,0.372259891,1558,5385
0,0.372251525,1558,5386
0,0.37222526,1558,5387
1,0.372210398,1559,5388
1,0.372205631,1560,5389
0,0.372191611,1560,5390
0,0.372155581,1560,5391
0,0.371974936,1560,5392
1,0.371974282,1561,5393
0,0.371912705,1561,5394
0,0.371772419,1561,5395
0,0.37170427,1561,5396
1,0.371681336,1562,5397
0,0.371672415,1562,5398
0,0.371429248,1562,5399
0,0.371418134,1562,5400
0,0.371409403,1562,5401
1,0.371375691,1563,5402
0,0.371248093,1563,5403
0,0.371232407,1563,5404
0,0.371119066,1563,5405
0,0.371096568,1563,5406
0,0.37103281,1563,5407
0,0.371016707,1563,5408
0,0.370998925,1563,5409
0,0.370988704,1563,5410
1,0.370908013,1564,5411
0,0.370882253,1564,5412
0,0.370860694,1564,5413
0,0.370845155,1564,5414
0,0.370807871,1564,5415
0,0.370783234,1564,5416
0,0.370776982,1564,5417
0,0.370762844,1564,5418
0,0.370708814,1564,5419
0,0.370629034,1564,5420
0,0.370502801,1564,5421
0,0.370216673,1564,5422
0,0.370105464,1564,5423
1,0.370101174,1565,5424
0,0.369856472,1565,5425
0,0.369831255,1565,5426
0,0.369715433,1565,5427
0,0.369713989,1565,5428
0,0.369684208,1565,5429
0,0.369560065,1565,5430
0,0.369537932,1565,5431
0,0.369427599,1565,5432
0,0.369383387,1565,5433
0,0.369165056,1565,5434
0,0.369116711,1565,5435
0,0.369051463,1565,5436
0,0.368997397,1565,5437
1,0.368864223,1566,5438
0,0.368844947,1566,5439
0,0.368777624,1566,5440
0,0.368670086,1566,5441
0,0.368361464,1566,5442
0,0.368346573,1566,5443
0,0.368343641,1566,5444
0,0.368337685,1566,5445
0,0.36829213,1566,5446
0,0.36825821,1566,5447
0,0.368252208,1566,5448
0,0.368243507,1566,5449
0,0.368153759,1566,5450
0,0.368131754,1566,5451
0,0.368122589,1566,5452
0,0.368118263,1566,5453
0,0.368116262,1566,5454
0,0.368057601,1566,5455
0,0.368045599,1566,5456
1,0.367951127,1567,5457
1,0.367941034,1568,5458
0,0.367927871,1568,5459
0,0.367884709,1568,5460
0,0.367880849,1568,5461
1,0.367666562,1569,5462
1,0.367627273,1570,5463
0,0.367610627,1570,5464
1,0.367591658,1571,5465
0,0.367503603,1571,5466
0,0.367317667,1571,5467
1,0.367210911,1572,5468
0,0.367192508,1572,5469
0,0.36710454,1572,5470
1,0.367043112,1573,5471
0,0.367019323,1573,5472
0,0.366985359,1573,5473
0,0.366971653,1573,5474
0,0.366968354,1573,5475
0,0.366952325,1573,5476
0,0.36685077,1573,5477
0,0.366740959,1573,5478
0,0.366672822,1573,5479
0,0.366672125,1573,5480
0,0.366621084,1573,5481
0,0.366475547,1573,5482
0,0.366411192,1573,5483
0,0.366384123,1573,5484
0,0.366323442,1573,5485
0,0.366311093,1573,5486
1,0.366267129,1574,5487
0,0.366246006,1574,5488
0,0.366206549,1574,5489
0,0.366181947,1574,5490
0,0.366141424,1574,5491
0,0.366103828,1574,5492
0,0.366102203,1574,5493
0,0.366025577,1574,5494
0,0.366005806,1574,5495
1,0.366004646,1575,5496
0,0.365994436,1575,5497
1,0.365984365,1576,5498
0,0.365800099,1576,5499
0,0.365784648,1576,5500
0,0.365638602,1576,5501
0,0.365547452,1576,5502
0,0.365530939,1576,5503
0,0.365527692,1576,5504
1,0.36551336,1577,5505
0,0.36548887,1577,5506
1,0.365458259,1578,5507
0,0.365453343,1578,5508
0,0.365359337,1578,5509
0,0.365303133,1578,5510
0,0.365293488,1578,5511
0,0.36528171,1578,5512
1,0.365236964,1579,5513
0,0.365234645,1579,5514
0,0.365226716,1579,5515
1,0.365169965,1580,5516
0,0.365115396,1580,5517
0,0.364933586,1580,5518
0,0.364833659,1580,5519
0,0.364831341,1580,5520
0,0.364791995,1580,5521
0,0.36467934,1580,5522
0,0.364621096,1580,5523
0,0.364578515,1580,5524
0,0.364542423,1580,5525
1,0.364537976,1581,5526
0,0.364528524,1581,5527
0,0.364508279,1581,5528
0,0.36449767,1581,5529
0,0.364480899,1581,5530
0,0.364305755,1581,5531
0,0.364262171,1581,5532
0,0.364162785,1581,5533
0,0.364042898,1581,5534
1,0.36391474,1582,5535
0,0.363804516,1582,5536
0,0.36359147,1582,5537
0,0.36355255,1582,5538
0,0.363478187,1582,5539
0,0.363291406,1582,5540
0,0.363201292,1582,5541
1,0.363106748,1583,5542
0,0.363051109,1583,5543
0,0.362914269,1583,5544
1,0.362795483,1584,5545
1,0.362700845,1585,5546
0,0.362598637,1585,5547
0,0.362596326,1585,5548
1,0.362473009,1586,5549
0,0.362467047,1586,5550
0,0.36241145,1586,5551
0,0.362322586,1586,5552
0,0.362051937,1586,5553
0,0.362045932,1586,5554
0,0.361932719,1586,5555
0,0.361841365,1586,5556
0,0.361764983,1586,5557
0,0.361756163,1586,5558
0,0.361724624,1586,5559
0,0.361711556,1586,5560
0,0.361644097,1586,5561
0,0.361605083,1586,5562
0,0.361361436,1586,5563
0,0.361361436,1586,5564
0,0.361332543,1586,5565
0,0.36131842,1586,5566
0,0.361181448,1586,5567
0,0.361176833,1586,5568
1,0.361163774,1587,5569
0,0.361130182,1587,5570
0,0.361085424,1587,5571
0,0.361055756,1587,5572
0,0.360976401,1587,5573
1,0.360950797,1588,5574
0,0.360863425,1588,5575
0,0.360838286,1588,5576
0,0.360794882,1588,5577
0,0.360740364,1588,5578
0,0.360646513,1588,5579
0,0.360509283,1588,5580
0,0.360496972,1588,5581
1,0.360494666,1589,5582
0,0.360486413,1589,5583
0,0.360383186,1589,5584
1,0.360368064,1590,5585
0,0.360270153,1590,5586
1,0.360262501,1591,5587
0,0.360253651,1591,5588
0,0.360196404,1591,5589
0,0.36011114,1591,5590
1,0.360091738,1592,5591
0,0.360075101,1592,5592
0,0.360071046,1592,5593
0,0.360006761,1592,5594
0,0.359995287,1592,5595
1,0.359957871,1593,5596
0,0.359928705,1593,5597
0,0.359843653,1593,5598
0,0.359839645,1593,5599
0,0.359791225,1593,5600
0,0.359754003,1593,5601
1,0.359742901,1594,5602
0,0.359686703,1594,5603
0,0.359673667,1594,5604
0,0.359668693,1594,5605
0,0.359629956,1594,5606
0,0.359537014,1594,5607
0,0.359287991,1594,5608
0,0.359231088,1594,5609
0,0.359155729,1594,5610
0,0.359091056,1594,5611
0,0.359024409,1594,5612
0,0.358985288,1594,5613
0,0.358961909,1594,5614
0,0.35866908,1594,5615
0,0.35862625,1594,5616
0,0.35853678,1594,5617
0,0.358424185,1594,5618
0,0.358360812,1594,5619
0,0.358349729,1594,5620
0,0.358343015,1594,5621
0,0.358308756,1594,5622
0,0.358149342,1594,5623
0,0.358128516,1594,5624
0,0.358119091,1594,5625
0,0.357994741,1594,5626
0,0.357981273,1594,5627
0,0.357970609,1594,5628
0,0.357865308,1594,5629
0,0.357822153,1594,5630
0,0.357671428,1594,5631
0,0.357654795,1594,5632
0,0.357588541,1594,5633
0,0.357548296,1594,5634
0,0.3574781,1594,5635
0,0.357438319,1594,5636
0,0.357320366,1594,5637
0,0.357319402,1594,5638
0,0.357316967,1594,5639
1,0.357307001,1595,5640
0,0.357300479,1595,5641
0,0.357239123,1595,5642
1,0.356977491,1596,5643
0,0.356951507,1596,5644
0,0.356916894,1596,5645
1,0.356822334,1597,5646
0,0.356735496,1597,5647
0,0.356609524,1597,5648
0,0.356513441,1597,5649
0,0.356322501,1597,5650
0,0.356248789,1597,5651
0,0.35619476,1597,5652
0,0.356134818,1597,5653
0,0.356134818,1597,5654
0,0.356134818,1597,5655
1,0.356117849,1598,5656
0,0.356038746,1598,5657
0,0.356009536,1598,5658
0,0.35595103,1598,5659
0,0.35595025,1598,5660
0,0.355874693,1598,5661
0,0.35583976,1598,5662
0,0.355795109,1598,5663
0,0.355777552,1598,5664
0,0.355757062,1598,5665
0,0.355752937,1598,5666
1,0.355675794,1599,5667
1,0.355672265,1600,5668
1,0.355602646,1601,5669
0,0.355503797,1601,5670
0,0.355495595,1601,5671
0,0.35539204,1601,5672
0,0.355275901,1601,5673
0,0.35526399,1601,5674
0,0.35525721,1601,5675
0,0.355204714,1601,5676
0,0.355073442,1601,5677
0,0.354984413,1601,5678
0,0.354963623,1601,5679
0,0.354923052,1601,5680
0,0.354890358,1601,5681
1,0.354845852,1602,5682
0,0.354828683,1602,5683
0,0.354824883,1602,5684
0,0.354807164,1602,5685
0,0.354713221,1602,5686
0,0.354688639,1602,5687
0,0.354677012,1602,5688
0,0.354598692,1602,5689
1,0.35457869,1603,5690
0,0.354515438,1603,5691
0,0.354505186,1603,5692
0,0.354501342,1603,5693
0,0.354482487,1603,5694
0,0.354403729,1603,5695
0,0.354394669,1603,5696
0,0.354330882,1603,5697
0,0.354296017,1603,5698
0,0.354252231,1603,5699
0,0.354120066,1603,5700
0,0.354062751,1603,5701
0,0.353980697,1603,5702
0,0.353852785,1603,5703
0,0.353824891,1603,5704
0,0.353802531,1603,5705
1,0.353723979,1604,5706
0,0.35369769,1604,5707
1,0.353534216,1605,5708
0,0.353475618,1605,5709
0,0.35345336,1605,5710
1,0.353316989,1606,5711
0,0.353308032,1606,5712
1,0.3531885,1607,5713
0,0.353168534,1607,5714
0,0.353090959,1607,5715
0,0.353005307,1607,5716
0,0.352936473,1607,5717
0,0.352893494,1607,5718
1,0.352876002,1608,5719
0,0.352867827,1608,5720
0,0.35284997,1608,5721
0,0.352799279,1608,5722
0,0.352708454,1608,5723
0,0.352694482,1608,5724
0,0.352682336,1608,5725
0,0.352679186,1608,5726
0,0.352669962,1608,5727
0,0.352659918,1608,5728
0,0.35260376,1608,5729
0,0.352572852,1608,5730
0,0.352555002,1608,5731
0,0.352469866,1608,5732
0,0.35226366,1608,5733
0,0.352164594,1608,5734
0,0.352129506,1608,5735
0,0.352052355,1608,5736
0,0.352046287,1608,5737
0,0.352008695,1608,5738
0,0.351949438,1608,5739
1,0.351943553,1609,5740
0,0.35192476,1609,5741
0,0.351913174,1609,5742
0,0.351855839,1609,5743
0,0.351797779,1609,5744
0,0.351779718,1609,5745
0,0.351730374,1609,5746
0,0.351725814,1609,5747
0,0.351691065,1609,5748
0,0.351659556,1609,5749
0,0.351576159,1609,5750
0,0.351533165,1609,5751
0,0.351425759,1609,5752
0,0.351359162,1609,5753
0,0.351325023,1609,5754
1,0.351321422,1610,5755
0,0.351168611,1610,5756
0,0.351120901,1610,5757
0,0.351096067,1610,5758
0,0.351023348,1610,5759
0,0.35096444,1610,5760
0,0.350942254,1610,5761
0,0.350941935,1610,5762
0,0.350906037,1610,5763
0,0.350846318,1610,5764
0,0.350785556,1610,5765
0,0.350632306,1610,5766
0,0.350624336,1610,5767
0,0.350608854,1610,5768
0,0.350567462,1610,5769
0,0.350497343,1610,5770
0,0.350442209,1610,5771
0,0.350431601,1610,5772
0,0.350418808,1610,5773
0,0.35036245,1610,5774
0,0.350352299,1610,5775
1,0.350302546,1611,5776
0,0.350161408,1611,5777
0,0.350012606,1611,5778
0,0.350000411,1611,5779
0,0.349970155,1611,5780
0,0.349903275,1611,5781
0,0.349830169,1611,5782
1,0.349803104,1612,5783
0,0.349786864,1612,5784
0,0.349679841,1612,5785
0,0.349649551,1612,5786
0,0.349649551,1612,5787
0,0.349576106,1612,5788
0,0.34948639,1612,5789
0,0.34920108,1612,5790
0,0.348961086,1612,5791
1,0.348925646,1613,5792
1,0.348898885,1614,5793
0,0.348856042,1614,5794
0,0.348763777,1614,5795
1,0.348735523,1615,5796
0,0.348606395,1615,5797
1,0.348555757,1616,5798
0,0.348546357,1616,5799
0,0.348526149,1616,5800
0,0.348396693,1616,5801
0,0.348379122,1616,5802
0,0.348376443,1616,5803
0,0.348359054,1616,5804
0,0.348305392,1616,5805
0,0.348286416,1616,5806
1,0.348258907,1617,5807
0,0.348256501,1617,5808
0,0.34823689,1617,5809
0,0.348220549,1617,5810
1,0.347902369,1618,5811
0,0.347705294,1618,5812
0,0.347678667,1618,5813
0,0.347589223,1618,5814
0,0.347533304,1618,5815
0,0.347473851,1618,5816
0,0.347368562,1618,5817
0,0.347138721,1618,5818
0,0.346997768,1618,5819
0,0.346993553,1618,5820
0,0.346990608,1618,5821
1,0.346918375,1619,5822
0,0.346897622,1619,5823
0,0.346846512,1619,5824
0,0.346833327,1619,5825
0,0.346830563,1619,5826
0,0.346794273,1619,5827
1,0.346726951,1620,5828
0,0.346712999,1620,5829
0,0.346645323,1620,5830
0,0.346524844,1620,5831
0,0.346501566,1620,5832
0,0.346500434,1620,5833
0,0.346470363,1620,5834
0,0.346403072,1620,5835
0,0.34640194,1620,5836
0,0.34629866,1620,5837
0,0.346051453,1620,5838
0,0.345970171,1620,5839
0,0.345802475,1620,5840
0,0.345764064,1620,5841
0,0.345727871,1620,5842
0,0.34567752,1620,5843
1,0.345591756,1621,5844
0,0.345582891,1621,5845
0,0.345543767,1621,5846
0,0.345412163,1621,5847
0,0.345348451,1621,5848
1,0.345341668,1622,5849
0,0.345341578,1622,5850
0,0.345285105,1622,5851
0,0.345260103,1622,5852
0,0.345227144,1622,5853
0,0.345093926,1622,5854
0,0.345066082,1622,5855
0,0.345052568,1622,5856
0,0.34502319,1622,5857
1,0.344985678,1623,5858
0,0.344840438,1623,5859
0,0.34482119,1623,5860
0,0.344798417,1623,5861
0,0.344656106,1623,5862
0,0.344607366,1623,5863
0,0.344500951,1623,5864
0,0.344500951,1623,5865
0,0.344493274,1623,5866
0,0.34447137,1623,5867
0,0.344450008,1623,5868
0,0.344428693,1623,5869
0,0.344314493,1623,5870
0,0.344282752,1623,5871
0,0.344221846,1623,5872
0,0.34421846,1623,5873
0,0.344112871,1623,5874
0,0.344060826,1623,5875
0,0.343945466,1623,5876
1,0.343859725,1624,5877
0,0.343800841,1624,5878
0,0.343739435,1624,5879
0,0.343715975,1624,5880
0,0.343702621,1624,5881
0,0.343694184,1624,5882
0,0.343668109,1624,5883
0,0.343657192,1624,5884
0,0.343607797,1624,5885
1,0.343443441,1625,5886
0,0.34341539,1625,5887
0,0.343411242,1625,5888
1,0.343397352,1626,5889
0,0.343263342,1626,5890
1,0.343185752,1627,5891
0,0.343131611,1627,5892
0,0.343126066,1627,5893
0,0.343111912,1627,5894
0,0.342983588,1627,5895
0,0.342901432,1627,5896
1,0.342898998,1628,5897
0,0.342781256,1628,5898
0,0.342751565,1628,5899
0,0.342745392,1628,5900
0,0.342734129,1628,5901
0,0.342729623,1628,5902
0,0.342701421,1628,5903
1,0.342599116,1629,5904
0,0.342551685,1629,5905
0,0.342480838,1629,5906
0,0.342469759,1629,5907
0,0.342365371,1629,5908
0,0.342347539,1629,5909
0,0.342177664,1629,5910
1,0.342050364,1630,5911
0,0.341967549,1630,5912
0,0.341940772,1630,5913
0,0.341940187,1630,5914
0,0.341940187,1630,5915
0,0.341868185,1630,5916
0,0.341863415,1630,5917
0,0.341780622,1630,5918
1,0.341750388,1631,5919
0,0.341606835,1631,5920
0,0.341599907,1631,5921
0,0.341482334,1631,5922
0,0.341435742,1631,5923
0,0.341382768,1631,5924
1,0.341355248,1632,5925
0,0.341173742,1632,5926
0,0.341159132,1632,5927
0,0.341045093,1632,5928
0,0.34102244,1632,5929
1,0.340977631,1633,5930
0,0.340936106,1633,5931
0,0.340859038,1633,5932
0,0.34070084,1633,5933
0,0.340663239,1633,5934
0,0.340663239,1633,5935
0,0.340503199,1633,5936
0,0.340471986,1633,5937
0,0.340356666,1633,5938
1,0.340352356,1634,5939
0,0.340280425,1634,5940
0,0.340199299,1634,5941
0,0.340142333,1634,5942
0,0.340137664,1634,5943
0,0.34013147,1634,5944
1,0.340113919,1635,5945
0,0.34008196,1635,5946
0,0.340044033,1635,5947
0,0.340037121,1635,5948
0,0.339989771,1635,5949
0,0.339924969,1635,5950
0,0.339877806,1635,5951
0,0.339753028,1635,5952
0,0.339654558,1635,5953
0,0.339479141,1635,5954
0,0.339404206,1635,5955
0,0.33939609,1635,5956
0,0.339388601,1635,5957
0,0.339388601,1635,5958
0,0.339388601,1635,5959
1,0.339353806,1636,5960
0,0.33931955,1636,5961
0,0.339225893,1636,5962
0,0.339082406,1636,5963
0,0.339064478,1636,5964
0,0.339062909,1636,5965
0,0.33906031,1636,5966
0,0.338971572,1636,5967
0,0.338937918,1636,5968
0,0.338771641,1636,5969
0,0.338586145,1636,5970
0,0.338512694,1636,5971
0,0.338508753,1636,5972
0,0.338492363,1636,5973
0,0.338455641,1636,5974
0,0.338408847,1636,5975
0,0.338380145,1636,5976
0,0.338183205,1636,5977
0,0.338116287,1636,5978
0,0.338116287,1636,5979
0,0.33810362,1636,5980
0,0.338087597,1636,5981
0,0.338057432,1636,5982
1,0.338043424,1637,5983
0,0.338027984,1637,5984
0,0.338000416,1637,5985
0,0.337842105,1637,5986
0,0.337827206,1637,5987
0,0.337790162,1637,5988
0,0.337719973,1637,5989
0,0.337622998,1637,5990
0,0.337596699,1637,5991
0,0.337580509,1637,5992
1,0.337553541,1638,5993
0,0.337476668,1638,5994
0,0.337456903,1638,5995
0,0.33744483,1638,5996
0,0.337345435,1638,5997
1,0.33727547,1639,5998
0,0.337221693,1639,5999
0,0.337179452,1639,6000
0,0.337109906,1639,6001
0,0.337042154,1639,6002
0,0.337017039,1639,6003
0,0.336984865,1639,6004
0,0.336968153,1639,6005
0,0.336790735,1639,6006
0,0.336700547,1639,6007
0,0.336581744,1639,6008
0,0.336576609,1639,6009
0,0.33656799,1639,6010
1,0.336416437,1640,6011
0,0.336403043,1640,6012
0,0.336397819,1640,6013
0,0.336397373,1640,6014
0,0.336081614,1640,6015
1,0.336049573,1641,6016
0,0.336027663,1641,6017
0,0.336020033,1641,6018
0,0.335949087,1641,6019
0,0.33586655,1641,6020
0,0.335815203,1641,6021
0,0.335760828,1641,6022
0,0.335726081,1641,6023
0,0.335582787,1641,6024
0,0.335578685,1641,6025
0,0.335578685,1641,6026
0,0.335535832,1641,6027
0,0.335492581,1641,6028
0,0.33548023,1641,6029
0,0.335343185,1641,6030
0,0.335255997,1641,6031
0,0.335115922,1641,6032
0,0.335082723,1641,6033
0,0.334943264,1641,6034
0,0.334935467,1641,6035
0,0.334855503,1641,6036
0,0.334796973,1641,6037
0,0.334726512,1641,6038
0,0.334692219,1641,6039
0,0.334682021,1641,6040
0,0.33464595,1641,6041
0,0.334614377,1641,6042
0,0.334559341,1641,6043
0,0.334501683,1641,6044
0,0.334313425,1641,6045
1,0.334285474,1642,6046
0,0.3342723,1642,6047
0,0.3342723,1642,6048
0,0.334202472,1642,6049
0,0.333886892,1642,6050
0,0.333883378,1642,6051
0,0.333875238,1642,6052
0,0.333797313,1642,6053
0,0.333786372,1642,6054
0,0.333713437,1642,6055
0,0.333618901,1642,6056
0,0.333581286,1642,6057
0,0.333516199,1642,6058
0,0.333478767,1642,6059
0,0.333477211,1642,6060
0,0.333461741,1642,6061
0,0.333332351,1642,6062
0,0.333319285,1642,6063
0,0.33330893,1642,6064
0,0.333299863,1642,6065
0,0.333274309,1642,6066
0,0.333251023,1642,6067
0,0.333232714,1642,6068
0,0.333203608,1642,6069
0,0.33317557,1642,6070
1,0.333077289,1643,6071
1,0.333038905,1644,6072
0,0.333026511,1644,6073
0,0.332986975,1644,6074
0,0.33284875,1644,6075
0,0.332798921,1644,6076
0,0.332723253,1644,6077
0,0.332648881,1644,6078
1,0.332625572,1645,6079
0,0.332529681,1645,6080
0,0.332499541,1645,6081
0,0.332460125,1645,6082
1,0.332428789,1646,6083
0,0.332418625,1646,6084
0,0.332380013,1646,6085
1,0.332322853,1647,6086
0,0.332292278,1647,6087
0,0.332265698,1647,6088
0,0.332232241,1647,6089
0,0.332206019,1647,6090
0,0.332200029,1647,6091
0,0.332145813,1647,6092
0,0.332139912,1647,6093
0,0.331977602,1647,6094
0,0.331954228,1647,6095
0,0.331907837,1647,6096
0,0.331844244,1647,6097
0,0.331790057,1647,6098
0,0.331790057,1647,6099
0,0.331622513,1647,6100
0,0.331545739,1647,6101
1,0.331545207,1648,6102
0,0.331535056,1648,6103
1,0.331527388,1649,6104
0,0.331527034,1649,6105
0,0.331510501,1649,6106
0,0.33147797,1649,6107
0,0.331471765,1649,6108
0,0.331441141,1649,6109
0,0.331345776,1649,6110
0,0.331259464,1649,6111
0,0.331203774,1649,6112
0,0.331110659,1649,6113
0,0.33105609,1649,6114
0,0.331036912,1649,6115
0,0.330954714,1649,6116
1,0.330940322,1650,6117
0,0.330927169,1650,6118
0,0.330913973,1650,6119
1,0.330896084,1651,6120
0,0.330769099,1651,6121
0,0.330769099,1651,6122
0,0.330762856,1651,6123
0,0.330644927,1651,6124
0,0.330641961,1651,6125
0,0.330596637,1651,6126
0,0.330568267,1651,6127
0,0.330531976,1651,6128
0,0.330338605,1651,6129
1,0.330327544,1652,6130
0,0.330323297,1652,6131
0,0.330268793,1652,6132
0,0.330243932,1652,6133
0,0.330200891,1652,6134
1,0.330095756,1653,6135
0,0.330050072,1653,6136
0,0.330039768,1653,6137
0,0.330018807,1653,6138
0,0.329965964,1653,6139
0,0.329856579,1653,6140
0,0.32982298,1653,6141
0,0.329648029,1653,6142
0,0.329483198,1653,6143
1,0.329469501,1654,6144
0,0.32944551,1654,6145
0,0.329359979,1654,6146
0,0.32931651,1654,6147
0,0.329282763,1654,6148
0,0.329282012,1654,6149
0,0.329276314,1654,6150
0,0.329217349,1654,6151
1,0.329121823,1655,6152
0,0.329062872,1655,6153
0,0.329047374,1655,6154
0,0.328957039,1655,6155
0,0.328834758,1655,6156
0,0.328760253,1655,6157
0,0.328625345,1655,6158
0,0.328623227,1655,6159
0,0.328544379,1655,6160
0,0.328437395,1655,6161
0,0.328419397,1655,6162
0,0.328348205,1655,6163
0,0.328345955,1655,6164
0,0.32829497,1655,6165
0,0.328282974,1655,6166
0,0.328210649,1655,6167
0,0.328100106,1655,6168
0,0.328086041,1655,6169
0,0.328081809,1655,6170
0,0.32806144,1655,6171
0,0.328030535,1655,6172
0,0.328023085,1655,6173
0,0.328023085,1655,6174
0,0.328023085,1655,6175
0,0.327994827,1655,6176
1,0.32797045,1656,6177
0,0.327933291,1656,6178
0,0.327925136,1656,6179
0,0.327920332,1656,6180
0,0.327917952,1656,6181
0,0.327835223,1656,6182
0,0.327832094,1656,6183
0,0.327701788,1656,6184
1,0.327699408,1657,6185
0,0.327622392,1657,6186
0,0.32756653,1657,6187
0,0.327418748,1657,6188
0,0.32737017,1657,6189
0,0.327338154,1657,6190
0,0.327329478,1657,6191
0,0.327266421,1657,6192
0,0.327222434,1657,6193
0,0.327216754,1657,6194
0,0.327210898,1657,6195
0,0.32713777,1657,6196
0,0.327134469,1657,6197
0,0.3270665,1657,6198
0,0.327066148,1657,6199
0,0.326973055,1657,6200
0,0.326968478,1657,6201
0,0.326968302,1657,6202
0,0.326952061,1657,6203
1,0.32693076,1658,6204
0,0.326853441,1658,6205
0,0.326772302,1658,6206
0,0.326538846,1658,6207
0,0.326520549,1658,6208
0,0.326504892,1658,6209
0,0.326423886,1658,6210
0,0.326375033,1658,6211
0,0.326364216,1658,6212
0,0.326360391,1658,6213
0,0.326335592,1658,6214
0,0.32623887,1658,6215
0,0.326228187,1658,6216
0,0.326093594,1658,6217
0,0.326016025,1658,6218
0,0.325898788,1658,6219
0,0.325774983,1658,6220
0,0.325643342,1658,6221
1,0.32556675,1659,6222
0,0.325523978,1659,6223
0,0.325523978,1659,6224
0,0.325501979,1659,6225
0,0.32547537,1659,6226
0,0.325457631,1659,6227
0,0.325432605,1659,6228
0,0.32536337,1659,6229
0,0.325271713,1659,6230
0,0.32524169,1659,6231
0,0.325180639,1659,6232
1,0.324948604,1660,6233
0,0.324926406,1660,6234
0,0.324895917,1660,6235
0,0.324855736,1660,6236
1,0.32476538,1661,6237
0,0.324534288,1661,6238
0,0.324511491,1661,6239
0,0.324387609,1661,6240
0,0.324330849,1661,6241
0,0.324273569,1661,6242
0,0.324264629,1661,6243
0,0.324228694,1661,6244
0,0.324173263,1661,6245
0,0.324085636,1661,6246
1,0.32393604,1662,6247
1,0.323929995,1663,6248
0,0.323853613,1663,6249
0,0.323784947,1663,6250
0,0.323769971,1663,6251
0,0.323750967,1663,6252
0,0.323676752,1663,6253
0,0.323546164,1663,6254
0,0.323519201,1663,6255
0,0.323491538,1663,6256
0,0.323333027,1663,6257
0,0.32330953,1663,6258
0,0.323291721,1663,6259
1,0.323230249,1664,6260
0,0.323210649,1664,6261
1,0.323194899,1665,6262
0,0.323184969,1665,6263
0,0.323172063,1665,6264
1,0.323106141,1666,6265
0,0.323034759,1666,6266
0,0.323034759,1666,6267
0,0.3230219,1666,6268
0,0.322984376,1666,6269
0,0.322957393,1666,6270
1,0.322953501,1667,6271
0,0.322952146,1667,6272
0,0.322927001,1667,6273
0,0.322799238,1667,6274
0,0.322787609,1667,6275
0,0.322746645,1667,6276
