,X,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
4123,23014,45,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392,2,-1,0,unknown,no
4124,39422,29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,yes
4125,5130,34,technician,divorced,primary,no,3744,yes,no,unknown,21,may,489,2,-1,0,unknown,no
4126,42027,74,retired,married,tertiary,no,1742,no,no,cellular,28,oct,1092,1,-1,0,unknown,no
4127,38905,29,management,single,tertiary,no,4210,yes,no,cellular,18,may,119,1,-1,0,unknown,no
4128,9615,57,technician,divorced,secondary,no,204,no,no,unknown,6,jun,97,5,-1,0,unknown,no
4129,32918,37,blue-collar,divorced,secondary,no,752,yes,no,cellular,17,apr,153,3,-1,0,unknown,no
4130,7331,46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,no
4131,34859,34,blue-collar,married,primary,no,17946,yes,no,cellular,6,may,258,9,-1,0,unknown,no
4132,27596,45,retired,single,secondary,yes,86,no,no,cellular,21,nov,64,5,-1,0,unknown,no
4133,33148,58,retired,married,primary,no,745,yes,no,cellular,20,apr,23,1,-1,0,unknown,no
4134,44363,46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,1,failure,no
4135,28820,38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
4136,14569,38,services,single,secondary,no,164,no,yes,cellular,15,jul,188,3,-1,0,unknown,no
4137,30551,36,technician,married,secondary,no,145,yes,yes,cellular,5,feb,267,2,-1,0,unknown,no
4138,5213,35,blue-collar,single,secondary,no,773,yes,no,unknown,23,may,136,2,-1,0,unknown,no
4139,14518,33,entrepreneur,married,secondary,no,137,yes,no,cellular,15,jul,136,3,-1,0,unknown,no
4140,21569,30,technician,single,secondary,no,126,no,no,cellular,19,aug,256,2,-1,0,unknown,no
4141,30693,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes
4142,36210,39,blue-collar,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,no
4143,30346,59,unemployed,married,secondary,no,2740,no,no,cellular,5,feb,130,1,-1,0,unknown,no
4144,33950,34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,2,-1,0,unknown,yes
4145,34061,44,technician,married,tertiary,no,1818,yes,yes,cellular,30,apr,247,1,-1,0,unknown,no
4146,8400,27,management,single,tertiary,no,450,yes,no,unknown,3,jun,49,1,-1,0,unknown,no
4147,25513,36,services,divorced,secondary,no,2390,yes,no,cellular,19,nov,400,1,-1,0,unknown,no
4148,31848,26,blue-collar,married,secondary,no,352,yes,no,cellular,8,apr,213,3,317,4,other,no
4149,5117,33,technician,married,secondary,no,946,yes,no,unknown,21,may,163,2,-1,0,unknown,no
4150,27563,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,no
4151,39078,27,services,single,secondary,no,261,yes,yes,cellular,18,may,113,1,-1,0,unknown,no
4152,43831,34,management,married,tertiary,no,813,yes,no,cellular,28,may,114,3,-1,0,unknown,no
4153,14565,56,admin.,married,secondary,no,105,no,no,telephone,15,jul,80,2,-1,0,unknown,no
4154,6564,44,blue-collar,single,secondary,no,-435,yes,no,unknown,27,may,141,2,-1,0,unknown,no
4155,14218,47,technician,married,secondary,no,3466,yes,no,cellular,11,jul,853,2,-1,0,unknown,yes
4156,41794,32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,216,1,57,1,failure,yes
4157,37062,42,blue-collar,divorced,secondary,no,-580,yes,yes,cellular,13,may,172,1,-1,0,unknown,no
4158,21338,33,technician,single,tertiary,no,389,no,no,telephone,18,aug,79,2,-1,0,unknown,no
4159,17090,49,blue-collar,married,primary,no,1644,yes,no,cellular,25,jul,238,4,-1,0,unknown,no
4160,5889,34,management,married,tertiary,no,2287,yes,no,unknown,26,may,895,4,-1,0,unknown,yes
4161,37286,40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure,no
4162,8120,32,technician,single,tertiary,no,257,yes,no,unknown,2,jun,183,5,-1,0,unknown,no
4163,2391,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
4164,22305,31,technician,single,tertiary,no,50,no,no,cellular,21,aug,794,1,-1,0,unknown,no
4165,39536,24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
4166,36204,58,admin.,divorced,secondary,no,3058,yes,no,telephone,11,may,114,1,368,1,failure,no
4167,40570,73,management,married,tertiary,no,1609,no,no,cellular,14,jul,169,2,-1,0,unknown,yes
4168,441,49,services,married,primary,no,61,yes,no,unknown,6,may,246,1,-1,0,unknown,no
4169,22942,51,technician,married,tertiary,no,87,no,no,cellular,26,aug,42,7,-1,0,unknown,no
4170,25262,46,management,married,primary,no,1267,yes,yes,cellular,18,nov,187,2,-1,0,unknown,no
4171,24504,33,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,809,3,181,1,other,no
4172,4020,31,services,married,secondary,no,246,yes,no,unknown,16,may,230,2,-1,0,unknown,no
4173,24668,45,entrepreneur,married,tertiary,no,1503,no,no,cellular,17,nov,212,3,-1,0,unknown,no
4174,33078,28,blue-collar,married,secondary,no,1843,yes,no,cellular,20,apr,415,2,-1,0,unknown,no
4175,30066,43,admin.,single,secondary,no,250,yes,no,cellular,4,feb,390,2,-1,0,unknown,no
4176,16049,52,management,single,tertiary,no,269,no,yes,cellular,22,jul,86,1,-1,0,unknown,no
4177,11968,42,self-employed,married,tertiary,no,1430,yes,yes,unknown,20,jun,16,3,-1,0,unknown,no
4178,9189,50,technician,divorced,tertiary,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown,no
4179,40767,71,retired,married,primary,no,10394,no,no,telephone,10,aug,411,1,-1,0,unknown,no
4180,2802,40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,-1,0,unknown,no
4181,31958,34,admin.,married,secondary,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,no
4182,31166,43,admin.,married,secondary,no,477,yes,no,cellular,27,feb,476,2,-1,0,unknown,no
4183,40829,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,unknown,yes
4184,31470,33,admin.,single,secondary,no,285,yes,no,cellular,1,apr,427,1,329,1,other,no
4185,21366,41,technician,married,tertiary,no,139,no,no,cellular,18,aug,781,2,-1,0,unknown,no
4186,4272,43,services,divorced,secondary,no,1040,yes,no,unknown,19,may,552,3,-1,0,unknown,yes
4187,1216,46,blue-collar,married,primary,no,45,yes,no,unknown,8,may,235,1,-1,0,unknown,no
4188,22064,48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,unknown,no
4189,4769,32,management,single,tertiary,no,-345,yes,no,unknown,21,may,74,1,-1,0,unknown,no
4190,7950,32,admin.,divorced,secondary,no,-417,no,no,unknown,30,may,25,5,-1,0,unknown,no
4191,25972,40,technician,married,tertiary,no,1759,yes,no,cellular,19,nov,87,2,-1,0,unknown,no
4192,24338,58,admin.,married,secondary,no,4962,no,yes,cellular,17,nov,112,1,-1,0,unknown,no
4193,2441,33,technician,single,tertiary,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,no
4194,23611,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
4195,28862,34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other,no
4196,18582,41,services,divorced,primary,no,308,no,no,cellular,31,jul,73,1,-1,0,unknown,no
4197,20432,31,management,single,tertiary,no,123,no,no,cellular,12,aug,82,2,-1,0,unknown,no
4198,24510,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes
4199,37818,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,0,unknown,yes
4200,37811,24,blue-collar,married,primary,no,456,no,no,cellular,14,may,337,2,-1,0,unknown,no
4201,33063,37,blue-collar,single,secondary,no,1127,yes,no,cellular,17,apr,72,2,281,1,failure,no
4202,25497,50,blue-collar,married,primary,no,167,no,no,cellular,19,nov,189,1,-1,0,unknown,no
4203,31318,34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown,yes
4204,13980,33,admin.,married,secondary,no,89,no,no,telephone,10,jul,524,3,-1,0,unknown,no
4205,15745,60,retired,married,tertiary,no,161,yes,no,cellular,21,jul,153,3,-1,0,unknown,no
4206,5291,33,self-employed,married,tertiary,no,416,yes,yes,unknown,23,may,290,1,-1,0,unknown,no
4207,27059,35,technician,married,tertiary,no,202,no,no,cellular,21,nov,175,1,-1,0,unknown,no
4208,28898,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,no
4209,21358,43,management,married,tertiary,no,1253,no,yes,cellular,18,aug,52,3,-1,0,unknown,no
4210,10380,44,management,married,tertiary,no,0,no,no,unknown,12,jun,72,1,-1,0,unknown,no
4211,22628,41,housemaid,married,primary,no,46,no,no,cellular,22,aug,268,1,-1,0,unknown,no
4212,12160,38,services,divorced,unknown,no,6360,no,no,unknown,20,jun,1409,2,-1,0,unknown,yes
4213,4322,55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,492,6,-1,0,unknown,no
4214,39553,26,management,married,tertiary,no,243,no,no,cellular,26,may,482,1,-1,0,unknown,yes
4215,22123,51,blue-collar,married,primary,no,0,no,no,cellular,21,aug,234,4,-1,0,unknown,no
4216,28420,52,unknown,married,tertiary,no,1618,no,no,cellular,29,jan,184,2,-1,0,unknown,no
4217,12039,51,retired,single,primary,no,604,no,no,unknown,20,jun,43,2,-1,0,unknown,no
4218,39321,40,management,married,tertiary,no,198,yes,no,cellular,18,may,214,5,364,8,failure,no
4219,11524,40,unknown,married,unknown,no,35,no,no,unknown,19,jun,40,1,-1,0,unknown,no
4220,24316,50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
4221,6285,32,admin.,married,secondary,no,-370,yes,no,unknown,27,may,98,1,-1,0,unknown,no
4222,18261,45,blue-collar,married,secondary,no,726,yes,no,cellular,31,jul,175,6,-1,0,unknown,no
4223,2717,41,management,divorced,tertiary,no,1576,yes,no,unknown,13,may,232,2,-1,0,unknown,no
4224,34054,55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
4225,10862,37,self-employed,single,tertiary,no,1116,no,no,unknown,17,jun,184,1,-1,0,unknown,no
4226,41753,21,student,single,secondary,no,2488,no,no,cellular,12,oct,180,1,-1,0,unknown,yes
4227,29439,36,management,single,tertiary,no,-679,yes,yes,cellular,3,feb,110,1,-1,0,unknown,no
4228,4194,42,services,married,secondary,no,2993,yes,no,unknown,19,may,136,2,-1,0,unknown,no
4229,10663,52,blue-collar,divorced,primary,no,1250,no,no,unknown,16,jun,342,1,-1,0,unknown,no
4230,4943,36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
4231,34637,35,technician,married,secondary,no,784,yes,no,cellular,5,may,101,2,-1,0,unknown,no
4232,43457,25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
4233,21755,43,technician,divorced,secondary,no,0,no,no,cellular,19,aug,332,3,-1,0,unknown,no
4234,14732,40,services,married,secondary,no,884,no,no,cellular,15,jul,166,4,-1,0,unknown,no
4235,40626,46,management,married,tertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
4236,35695,43,admin.,single,secondary,no,979,yes,no,cellular,8,may,154,1,-1,0,unknown,no
4237,38248,47,services,married,secondary,no,1474,yes,no,cellular,15,may,77,1,368,3,failure,no
4238,41494,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
4239,9717,54,admin.,divorced,primary,no,0,no,no,unknown,6,jun,127,1,-1,0,unknown,no
4240,28178,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,128,1,192,1,failure,no
4241,12042,36,technician,single,secondary,no,129,yes,no,unknown,20,jun,200,7,-1,0,unknown,no
4242,33070,32,management,single,tertiary,no,656,yes,yes,cellular,20,apr,148,2,-1,0,unknown,no
4243,20890,47,blue-collar,married,secondary,no,1303,no,no,cellular,13,aug,68,3,-1,0,unknown,no
4244,18397,47,admin.,married,secondary,no,3936,yes,no,telephone,31,jul,15,2,-1,0,unknown,no
4245,5646,49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,-1,0,unknown,no
4246,17920,54,blue-collar,married,secondary,no,898,no,no,telephone,30,jul,641,2,-1,0,unknown,no
4247,30663,40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,no
4248,7603,35,admin.,single,tertiary,no,0,no,no,unknown,30,may,327,1,-1,0,unknown,no
4249,42954,24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92,1,success,yes
4250,21724,47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,-1,0,unknown,no
4251,16673,28,management,married,tertiary,no,9664,yes,no,cellular,24,jul,497,2,-1,0,unknown,no
4252,23545,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,unknown,no
4253,26330,35,admin.,married,tertiary,no,12634,no,no,cellular,20,nov,114,1,-1,0,unknown,no
4254,10567,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown,no
4255,40354,50,management,married,tertiary,no,5108,yes,no,cellular,19,jun,140,2,-1,0,unknown,no
4256,40571,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,yes
4257,5670,30,technician,married,tertiary,no,541,yes,no,unknown,26,may,414,2,-1,0,unknown,yes
4258,3036,43,technician,married,secondary,no,672,yes,no,unknown,14,may,267,8,-1,0,unknown,no
4259,37709,31,blue-collar,single,secondary,no,183,yes,no,cellular,14,may,258,1,300,1,success,no
4260,21308,30,admin.,single,tertiary,no,1535,no,no,cellular,18,aug,67,4,-1,0,unknown,no
4261,13216,28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,764,5,-1,0,unknown,no
4262,5105,27,admin.,single,secondary,no,392,yes,yes,unknown,21,may,292,2,-1,0,unknown,no
4263,42350,49,management,married,tertiary,no,2187,no,no,cellular,25,nov,92,2,-1,0,unknown,no
4264,32013,32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,129,1,-1,0,unknown,no
4265,40101,32,management,single,tertiary,no,252,no,no,cellular,4,jun,216,2,-1,0,unknown,no
4266,44965,21,blue-collar,single,primary,no,-42,no,no,unknown,10,oct,5,1,-1,0,unknown,no
4267,15925,43,management,divorced,tertiary,no,-496,yes,yes,cellular,22,jul,420,3,-1,0,unknown,no
4268,10856,53,housemaid,single,primary,no,1238,no,no,unknown,17,jun,23,3,-1,0,unknown,no
4269,39274,27,technician,single,secondary,no,78,yes,yes,cellular,18,may,5,2,-1,0,unknown,no
4270,35689,23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
4271,14965,34,blue-collar,married,primary,no,425,yes,no,cellular,16,jul,1389,7,-1,0,unknown,no
4272,1846,39,services,married,unknown,no,-516,yes,no,unknown,9,may,86,2,-1,0,unknown,no
4273,8079,39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,no
4274,6459,30,blue-collar,single,secondary,no,-477,yes,yes,unknown,27,may,220,2,-1,0,unknown,no
4275,3851,40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,may,166,2,-1,0,unknown,no
4276,27111,39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44,1,-1,0,unknown,no
4277,8886,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no
4278,19669,55,blue-collar,married,primary,no,7303,yes,no,cellular,7,aug,166,3,-1,0,unknown,no
4279,38540,32,services,divorced,secondary,no,-34,yes,no,cellular,15,may,147,2,-1,0,unknown,no
4280,15652,31,services,married,secondary,no,0,yes,yes,cellular,21,jul,270,4,-1,0,unknown,no
4281,6976,31,management,single,tertiary,no,44,no,no,unknown,28,may,95,2,-1,0,unknown,no
4282,44630,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes
4283,29703,31,management,married,tertiary,no,777,yes,no,cellular,3,feb,245,4,-1,0,unknown,no
4284,16408,51,admin.,married,primary,no,576,yes,no,cellular,23,jul,434,1,-1,0,unknown,no
4285,8778,21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
4286,40394,22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,yes
4287,19091,55,blue-collar,married,primary,no,0,no,no,cellular,5,aug,334,2,-1,0,unknown,no
4288,37238,48,blue-collar,married,secondary,no,-85,yes,no,cellular,13,may,56,1,343,1,other,no
4289,38762,28,admin.,single,secondary,no,3029,yes,no,cellular,18,may,58,6,-1,0,unknown,no
4290,10078,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,jun,29,1,-1,0,unknown,no
4291,528,46,management,married,tertiary,no,459,yes,no,unknown,6,may,221,1,-1,0,unknown,no
4292,20047,47,blue-collar,married,primary,no,254,no,yes,cellular,8,aug,492,3,-1,0,unknown,no
4293,24986,37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no
4294,20296,55,blue-collar,married,primary,no,1512,no,no,cellular,11,aug,262,4,-1,0,unknown,no
4295,33973,33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no
4296,3999,53,entrepreneur,married,tertiary,no,2884,yes,no,unknown,16,may,165,4,-1,0,unknown,no
4297,39950,27,student,single,secondary,no,121,no,no,cellular,2,jun,145,2,-1,0,unknown,no
4298,35548,37,management,married,tertiary,no,591,yes,no,cellular,7,may,181,2,255,5,failure,no
4299,30102,38,admin.,married,secondary,no,599,yes,no,cellular,4,feb,331,2,-1,0,unknown,no
4300,12896,30,unemployed,married,secondary,no,85,yes,yes,cellular,7,jul,88,1,-1,0,unknown,no
4301,203,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
4302,10898,44,management,divorced,tertiary,no,1467,no,no,unknown,17,jun,49,1,-1,0,unknown,no
4303,42777,29,management,single,tertiary,no,187,yes,no,cellular,28,jan,154,2,555,2,failure,no
4304,27235,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,yes
4305,10628,45,technician,married,tertiary,no,533,yes,no,unknown,16,jun,332,2,-1,0,unknown,no
4306,27099,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,yes
4307,21362,44,management,married,tertiary,no,1764,no,no,cellular,18,aug,70,2,-1,0,unknown,no
4308,5485,38,blue-collar,married,primary,no,630,yes,no,unknown,23,may,201,3,-1,0,unknown,no
4309,5027,39,blue-collar,single,secondary,no,1961,no,no,unknown,21,may,216,1,-1,0,unknown,no
4310,10573,39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,77,1,-1,0,unknown,no
4311,1276,35,management,married,tertiary,no,1942,yes,no,unknown,8,may,249,1,-1,0,unknown,no
4312,22385,53,blue-collar,married,tertiary,no,0,no,no,cellular,22,aug,107,2,-1,0,unknown,no
4313,15363,38,services,married,unknown,no,10189,yes,no,cellular,18,jul,482,2,-1,0,unknown,no
4314,21426,33,self-employed,married,tertiary,no,576,yes,no,cellular,18,aug,304,3,-1,0,unknown,no
4315,18961,47,technician,single,secondary,no,600,no,yes,cellular,4,aug,173,2,-1,0,unknown,no
4316,3225,51,admin.,married,primary,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no
4317,6,35,management,married,tertiary,no,231,yes,no,unknown,5,may,139,1,-1,0,unknown,no
4318,22958,47,technician,divorced,secondary,no,32,no,yes,cellular,26,aug,137,2,-1,0,unknown,no
4319,35455,31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,yes
4320,22479,47,blue-collar,married,primary,no,9346,no,no,cellular,22,aug,19,21,-1,0,unknown,no
4321,9171,37,blue-collar,single,primary,no,0,yes,no,unknown,5,jun,309,2,-1,0,unknown,no
4322,41844,83,retired,divorced,primary,no,2619,no,no,telephone,16,oct,181,2,-1,0,unknown,no
4323,3682,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown,yes
4324,32028,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown,yes
4325,7895,32,blue-collar,married,secondary,no,501,yes,yes,unknown,30,may,43,5,-1,0,unknown,no
4326,28553,38,blue-collar,married,secondary,no,220,yes,no,cellular,29,jan,207,2,-1,0,unknown,no
4327,10158,49,management,married,tertiary,no,64,no,no,unknown,11,jun,586,1,-1,0,unknown,yes
4328,6843,50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
4329,3718,25,admin.,married,secondary,no,16,yes,no,unknown,16,may,129,1,-1,0,unknown,no
4330,33821,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown,yes
4331,202,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
4332,26220,57,management,divorced,tertiary,no,15062,no,no,telephone,20,nov,76,9,-1,0,unknown,no
4333,34072,50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown,yes
4334,28725,40,management,single,tertiary,no,80,yes,no,cellular,30,jan,182,3,-1,0,unknown,no
4335,26970,30,blue-collar,single,primary,no,1395,yes,no,cellular,21,nov,569,1,175,3,other,no
4336,44071,31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,unknown,yes
4337,40120,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
4338,42823,40,management,single,tertiary,no,257,no,no,cellular,1,feb,147,1,209,1,failure,no
4339,38030,59,housemaid,divorced,primary,no,502,yes,no,telephone,14,may,27,3,-1,0,unknown,no
4340,33418,28,blue-collar,single,secondary,no,1735,yes,no,cellular,20,apr,89,1,-1,0,unknown,no
4341,37134,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,1,success,yes
4342,6599,29,management,married,tertiary,no,314,no,no,unknown,28,may,938,2,-1,0,unknown,yes
4343,43434,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
4344,5919,54,technician,married,tertiary,no,-800,yes,no,unknown,26,may,445,2,-1,0,unknown,no
4345,36801,37,self-employed,divorced,secondary,no,-38,yes,no,cellular,12,may,165,1,175,2,failure,no
4346,10249,58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,5,-1,0,unknown,no
4347,10722,37,management,married,tertiary,no,0,no,no,unknown,16,jun,637,6,-1,0,unknown,yes
4348,25377,31,blue-collar,married,secondary,no,604,yes,no,cellular,18,nov,394,2,-1,0,unknown,no
4349,40091,22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,0,unknown,no
4350,4736,31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown,no
4351,44430,42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,yes
4352,15264,44,blue-collar,single,secondary,no,292,no,yes,cellular,17,jul,1153,4,-1,0,unknown,yes
4353,39656,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,3,-1,0,unknown,yes
4354,11702,59,blue-collar,married,secondary,no,-162,yes,yes,unknown,20,jun,122,1,-1,0,unknown,no
4355,22707,42,management,single,tertiary,no,0,no,no,cellular,25,aug,129,4,-1,0,unknown,no
4356,42649,40,management,married,tertiary,no,5142,no,no,cellular,13,jan,147,2,224,1,failure,no
4357,18493,32,blue-collar,single,secondary,no,3036,yes,no,cellular,31,jul,52,5,-1,0,unknown,no
4358,1200,43,blue-collar,married,secondary,yes,-7,no,no,unknown,8,may,70,1,-1,0,unknown,no
4359,35502,46,entrepreneur,married,tertiary,no,193,yes,no,cellular,7,may,201,8,-1,0,unknown,no
4360,28417,39,technician,married,tertiary,no,1889,no,no,cellular,29,jan,108,2,-1,0,unknown,no
4361,23283,46,technician,married,unknown,no,312,no,no,cellular,27,aug,129,4,-1,0,unknown,no
4362,10528,41,management,single,unknown,no,1604,no,no,unknown,16,jun,287,2,-1,0,unknown,no
4363,18798,38,management,married,tertiary,no,14190,yes,no,cellular,31,jul,48,3,-1,0,unknown,no
4364,1871,47,management,divorced,tertiary,no,266,yes,no,unknown,9,may,128,1,-1,0,unknown,no
4365,9964,45,technician,married,secondary,no,546,yes,yes,unknown,9,jun,152,4,-1,0,unknown,no
4366,35616,26,technician,married,secondary,no,518,yes,no,cellular,7,may,189,3,-1,0,unknown,no
4367,33054,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,0,unknown,no
4368,1426,46,blue-collar,married,primary,no,587,yes,no,unknown,8,may,173,2,-1,0,unknown,no
4369,45179,34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
4370,31876,55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,1,-1,0,unknown,yes
4371,26600,40,unemployed,divorced,secondary,no,452,no,no,cellular,20,nov,98,1,-1,0,unknown,no
4372,41943,29,self-employed,married,secondary,no,123,no,yes,cellular,22,oct,247,1,184,3,success,yes
4373,9641,57,unknown,married,secondary,no,2,no,no,unknown,6,jun,112,4,-1,0,unknown,no
4374,28189,59,management,married,tertiary,no,1857,no,no,cellular,29,jan,386,1,168,4,failure,no
4375,37746,33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other,no
4376,6280,21,admin.,single,unknown,no,-28,yes,no,unknown,27,may,125,1,-1,0,unknown,no
4377,10930,58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
4378,3936,44,blue-collar,married,tertiary,no,2185,yes,no,unknown,16,may,698,1,-1,0,unknown,no
4379,34552,34,management,divorced,tertiary,no,1,yes,no,cellular,5,may,106,1,362,3,other,no
4380,16021,30,management,single,tertiary,no,14,no,yes,cellular,22,jul,90,1,-1,0,unknown,no
4381,3744,38,blue-collar,married,secondary,no,961,yes,no,unknown,16,may,346,1,-1,0,unknown,no
4382,32072,29,services,married,secondary,no,489,yes,no,cellular,14,apr,332,3,-1,0,unknown,no
4383,42309,26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,failure,no
4384,32557,32,services,single,secondary,no,-402,yes,no,cellular,17,apr,135,1,-1,0,unknown,no
4385,16473,29,student,single,secondary,no,181,yes,no,cellular,23,jul,180,1,-1,0,unknown,no
4386,3813,23,admin.,single,secondary,no,178,yes,no,unknown,16,may,107,1,-1,0,unknown,no
4387,39087,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,-1,0,unknown,yes
4388,159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no
4389,33144,56,unemployed,divorced,secondary,no,283,yes,yes,cellular,20,apr,89,3,341,2,failure,no
4390,633,42,blue-collar,married,primary,no,15,yes,no,unknown,6,may,230,1,-1,0,unknown,no
4391,13029,28,admin.,married,secondary,no,54,no,yes,cellular,8,jul,226,1,-1,0,unknown,no
4392,1765,37,technician,divorced,secondary,no,1981,yes,no,unknown,9,may,106,1,-1,0,unknown,no
4393,7326,39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,-1,0,unknown,no
4394,33540,39,services,single,secondary,no,0,yes,yes,cellular,20,apr,286,4,-1,0,unknown,no
4395,1830,34,blue-collar,single,secondary,no,610,yes,no,unknown,9,may,316,3,-1,0,unknown,no
4396,24951,36,blue-collar,married,secondary,no,342,yes,no,cellular,18,nov,305,1,-1,0,unknown,no
