,X,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26125,43701,48,blue-collar,married,secondary,no,1230,yes,no,cellular,13,may,328,2,182,3,success,yes
8705,41336,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
23812,40869,50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,yes
4140,1807,26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1,0,unknown,yes
10039,42281,31,services,single,secondary,no,181,no,no,cellular,13,nov,239,2,93,2,success,yes
25963,34018,31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
7676,30887,31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,1,-1,0,unknown,yes
18829,28238,29,unemployed,single,primary,no,550,no,no,cellular,29,jan,801,1,-1,0,unknown,yes
21998,15513,32,admin.,divorced,secondary,no,-46,no,yes,cellular,18,jul,1373,4,-1,0,unknown,yes
21151,16546,40,services,married,secondary,no,471,yes,no,cellular,24,jul,430,4,-1,0,unknown,yes
15563,22421,55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329,2,-1,0,unknown,yes
17325,36558,42,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,may,580,1,-1,0,unknown,yes
2289,42979,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
23643,27516,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown,yes
25129,43519,52,technician,married,secondary,no,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
10951,41691,61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,unknown,yes
3068,31935,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
20262,33308,59,management,married,tertiary,no,0,yes,yes,cellular,20,apr,392,1,-1,0,unknown,yes
5192,38418,34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,-1,0,unknown,yes
1933,15312,30,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,1,-1,0,unknown,yes
307,33510,33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
19044,29203,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown,yes
13887,44785,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,yes
3526,3194,46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
10098,35310,44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,-1,0,unknown,yes
111,43914,66,admin.,married,secondary,no,4041,no,no,cellular,14,jun,713,2,-1,0,unknown,yes
4646,42872,55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
15205,42229,36,blue-collar,single,secondary,no,3623,no,no,unknown,12,nov,71,1,378,1,success,yes
5109,31199,38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes
1560,26675,46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,-1,0,unknown,yes
11926,16471,28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
7817,42371,27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,yes
8776,13126,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown,yes
2623,5343,34,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,924,1,-1,0,unknown,yes
20718,4378,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
16609,40151,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
7799,10286,55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,2,-1,0,unknown,yes
23738,13273,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown,yes
15960,2721,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes
19555,40834,39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,2,116,2,failure,yes
4808,44391,34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,1,470,2,failure,yes
5461,11128,51,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown,yes
21558,44193,68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes
12773,37674,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,yes
12812,44827,41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes
2711,42811,60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533,1,92,1,success,yes
14542,20726,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,unknown,yes
1975,32655,30,blue-collar,married,secondary,no,5,no,no,cellular,17,apr,840,3,-1,0,unknown,yes
10911,31335,30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,yes
7094,44042,48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes
18917,2780,53,technician,divorced,primary,no,1443,yes,no,unknown,14,may,476,1,-1,0,unknown,yes
18059,44752,31,management,married,tertiary,no,877,no,no,cellular,9,sep,209,1,92,8,success,yes
15152,36515,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,yes
16868,43483,36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
12505,39921,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
194,41031,49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,yes
5361,16421,32,blue-collar,married,secondary,no,476,yes,no,cellular,23,jul,956,9,-1,0,unknown,yes
26977,39882,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,yes
20850,33485,51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,yes
26957,34242,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,yes
12341,41596,52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,-1,0,unknown,yes
25446,41682,28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,yes
25634,44446,36,services,married,secondary,no,394,no,no,cellular,5,aug,324,1,-1,0,unknown,yes
11659,21054,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,-1,0,unknown,yes
16855,40397,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,jul,140,3,-1,0,unknown,yes
5397,44633,22,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,-1,0,unknown,yes
16429,11547,59,retired,married,primary,no,1115,no,no,unknown,19,jun,834,1,-1,0,unknown,yes
16628,28902,30,blue-collar,single,secondary,no,49,no,no,cellular,30,jan,808,2,-1,0,unknown,yes
24760,43161,56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
1302,36768,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown,yes
21578,42513,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
11129,3501,29,management,married,tertiary,no,10576,no,no,unknown,15,may,1224,2,-1,0,unknown,yes
7529,39958,40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown,yes
16204,24181,58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,160,1,-1,0,unknown,yes
23458,44803,31,management,single,tertiary,no,3340,no,no,cellular,15,sep,213,2,469,3,success,yes
14280,43005,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,-1,0,unknown,yes
163,7917,31,unemployed,divorced,primary,no,0,yes,no,unknown,30,may,745,12,-1,0,unknown,yes
23470,44458,37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,2,92,4,success,yes
871,41466,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
21780,2508,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes
7147,42966,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
8225,40479,52,technician,married,secondary,no,137,no,no,cellular,6,jul,227,2,-1,0,unknown,yes
7835,7146,27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,-1,0,unknown,yes
15286,44423,30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
26832,42986,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
16178,26986,43,self-employed,married,secondary,no,14144,yes,no,cellular,21,nov,504,1,-1,0,unknown,yes
9589,42233,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
24865,34642,44,services,married,secondary,no,-395,yes,no,cellular,5,may,894,1,-1,0,unknown,yes
10362,42996,76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
10843,44464,27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
25352,39197,25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,yes
14648,12900,32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,-1,0,unknown,yes
14779,28982,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,-1,0,unknown,yes
21357,41301,25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
19002,24113,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,yes
12404,26111,32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,-1,0,unknown,yes
956,31015,51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
12198,41333,34,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
4754,41001,28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,yes
7270,43582,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,yes
2485,14959,27,student,married,secondary,no,119,yes,no,cellular,16,jul,781,2,-1,0,unknown,yes
13542,39974,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown,yes
3853,33885,36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
25509,44550,49,services,married,primary,no,1830,yes,no,cellular,13,aug,261,1,179,1,success,yes
22671,41503,42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
8538,20746,36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,yes
7443,42333,55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
2459,39763,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,yes
23982,38502,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,yes
12068,33511,32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes
4997,40185,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown,yes
20360,44276,29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,2,-1,0,unknown,yes
26700,10485,49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown,yes
3667,40654,61,management,married,tertiary,no,175,no,no,telephone,5,aug,270,2,-1,0,unknown,yes
10273,29195,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
16288,33716,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
24135,30494,60,management,married,tertiary,no,2281,no,no,cellular,5,feb,230,2,-1,0,unknown,yes
177,37372,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
4537,20850,53,services,married,secondary,no,6170,no,no,cellular,13,aug,838,4,-1,0,unknown,yes
23122,44793,40,entrepreneur,married,tertiary,no,3585,no,no,cellular,15,sep,506,3,-1,0,unknown,yes
16359,19328,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
8795,44154,27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
13244,36618,35,blue-collar,married,primary,no,159,yes,yes,cellular,12,may,826,1,-1,0,unknown,yes
7957,19206,61,retired,married,secondary,no,77,no,no,cellular,6,aug,455,4,-1,0,unknown,yes
19980,389,56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
9798,38469,40,admin.,single,secondary,no,50,no,no,cellular,15,may,837,1,-1,0,unknown,yes
12732,8812,27,management,single,tertiary,no,99,yes,no,unknown,4,jun,767,2,-1,0,unknown,yes
6820,41992,30,management,single,tertiary,no,398,no,no,cellular,27,oct,102,1,180,3,success,yes
3073,42994,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
7054,42068,30,technician,single,secondary,no,853,no,no,cellular,29,oct,279,1,148,1,failure,yes
24414,43050,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,205,3,-1,0,unknown,yes
22689,39511,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,yes
7240,31130,59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,83,3,-1,0,unknown,yes
16709,34166,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
665,4186,31,admin.,married,secondary,no,97,yes,no,unknown,19,may,607,1,-1,0,unknown,yes
25575,43106,47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
3945,42905,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,yes
23482,31321,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
560,42471,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
15518,24069,45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes
15483,22688,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,yes
6963,41970,76,retired,married,secondary,no,4112,no,no,telephone,23,oct,282,2,-1,0,unknown,yes
5351,40909,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338,2,104,1,success,yes
18307,20747,58,retired,married,primary,no,4158,no,no,cellular,13,aug,455,2,-1,0,unknown,yes
2877,42576,20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes
7694,11252,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,yes
19473,24179,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes
14138,13722,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,901,1,-1,0,unknown,yes
14600,44703,26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
8510,20667,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
11645,40153,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown,yes
19827,27519,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes
14540,43691,34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,3,-1,0,unknown,yes
1829,44724,61,retired,married,primary,no,56,no,no,cellular,7,sep,288,3,-1,0,unknown,yes
1875,42338,52,technician,married,secondary,no,234,no,no,cellular,17,nov,255,1,-1,0,unknown,yes
22318,41575,46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,yes
20700,33765,37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes
11741,35787,32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,yes
16600,22151,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,-1,0,unknown,yes
15074,43205,32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,yes
3354,42178,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
21596,33135,28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,5,-1,0,unknown,yes
21754,3146,41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes
11252,40941,35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,yes
15810,16391,32,management,single,secondary,no,131,yes,yes,cellular,23,jul,1152,2,-1,0,unknown,yes
26642,31215,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown,yes
1962,44571,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
26164,40327,27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
13599,33689,24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
20322,33915,37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes
14811,34212,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
14568,2822,41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes
7391,44811,29,management,married,tertiary,no,247,no,no,cellular,16,sep,143,2,587,3,failure,yes
20247,43917,26,services,single,tertiary,no,12,no,no,cellular,14,jun,563,1,181,10,failure,yes
18860,42822,33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
20117,44409,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
13519,39420,32,services,single,secondary,no,3993,no,no,cellular,22,may,148,2,-1,0,unknown,yes
21833,41954,38,management,married,tertiary,no,4174,no,no,cellular,23,oct,336,2,184,5,failure,yes
12881,31059,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
20732,7927,53,entrepreneur,single,secondary,no,62,yes,no,unknown,30,may,1044,5,-1,0,unknown,yes
14834,42719,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
15222,42572,38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,yes
15448,43930,45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,yes
6662,45121,32,technician,married,secondary,no,1547,no,no,cellular,26,oct,289,1,805,4,other,yes
22465,41209,42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,yes
14301,15095,39,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,2,-1,0,unknown,yes
24899,44267,33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,unknown,yes
16834,33828,72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes
20060,9672,36,self-employed,married,secondary,no,1245,yes,no,unknown,6,jun,1469,9,-1,0,unknown,yes
21194,27406,42,management,married,tertiary,no,36,no,no,cellular,21,nov,664,3,-1,0,unknown,yes
16090,43387,47,management,married,tertiary,no,288,no,no,cellular,31,mar,193,1,181,1,success,yes
26233,42245,82,retired,divorced,tertiary,no,0,no,no,telephone,12,nov,226,1,-1,0,unknown,yes
20826,43012,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
22633,39401,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,yes
2386,44443,57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,3,-1,0,unknown,yes
7034,34154,32,management,married,tertiary,no,1388,yes,no,cellular,30,apr,753,1,-1,0,unknown,yes
26751,9692,55,blue-collar,married,unknown,no,7561,no,no,unknown,6,jun,685,3,-1,0,unknown,yes
1832,33908,21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes
8160,10727,36,entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
22828,33341,36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,904,2,-1,0,unknown,yes
19015,40057,42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown,yes
4250,43219,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
6030,44044,41,admin.,single,secondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,yes
19255,35393,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,yes
23547,41996,60,admin.,married,unknown,no,4629,yes,no,cellular,27,oct,624,1,-1,0,unknown,yes
26648,41084,39,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880,3,267,1,other,yes
23799,26775,45,blue-collar,married,primary,no,5461,yes,no,cellular,20,nov,841,2,-1,0,unknown,yes
22236,39051,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,yes
26283,39528,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
8462,34309,31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,-1,0,unknown,yes
12913,42892,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
22673,43248,35,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,yes
2959,39094,25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,yes
19301,31201,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,yes
26371,43406,34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,yes
438,12090,53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown,yes
26226,45004,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
3905,42916,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
10519,39100,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,yes
24531,3332,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,32,-1,0,unknown,yes
14717,27766,26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1387,1,-1,0,unknown,yes
851,37897,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,-1,0,unknown,yes
24691,40080,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success,yes
15398,34140,33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
20882,42054,66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,106,2,269,2,failure,yes
19544,39472,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
23093,44011,49,admin.,single,secondary,no,293,no,no,cellular,28,jun,452,1,-1,0,unknown,yes
18017,33714,26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes
135,45086,25,technician,single,secondary,no,325,no,no,cellular,22,oct,716,3,-1,0,unknown,yes
17115,42956,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
1308,38478,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,yes
16852,41232,43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
16122,42527,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
3562,8022,41,blue-collar,married,primary,no,143,yes,yes,unknown,2,jun,659,2,-1,0,unknown,yes
22300,27778,49,technician,married,secondary,no,808,yes,no,cellular,28,jan,1232,1,-1,0,unknown,yes
60,40457,25,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,unknown,yes
18189,13546,38,management,married,tertiary,yes,327,yes,yes,cellular,9,jul,556,5,-1,0,unknown,yes
20016,44078,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
1142,39598,60,retired,married,tertiary,no,846,no,no,telephone,26,may,1346,1,-1,0,unknown,yes
15936,5742,34,services,married,secondary,no,-538,yes,no,unknown,26,may,682,1,-1,0,unknown,yes
573,34029,26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes
23508,4917,37,technician,single,secondary,no,1211,yes,no,unknown,21,may,795,1,-1,0,unknown,yes
18071,39513,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,yes
17759,20646,47,technician,married,secondary,no,568,yes,no,cellular,12,aug,1613,1,-1,0,unknown,yes
15332,43673,42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success,yes
6438,42779,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
3466,28486,33,services,single,tertiary,no,-452,no,no,cellular,29,jan,692,2,-1,0,unknown,yes
16231,38301,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
1741,24161,34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes
15900,44255,34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
8884,9454,54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,yes
9425,42060,53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes
11916,44961,58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
2860,33439,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,yes
7392,43968,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
8695,33509,26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
24680,4403,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
18114,44407,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
11611,45177,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,yes
2727,43749,41,admin.,married,tertiary,no,1,yes,no,telephone,18,may,327,2,361,3,failure,yes
4433,32038,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,failure,yes
16653,18016,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,yes
24012,39911,29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,yes
18010,41228,65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,unknown,yes
26548,39676,24,admin.,single,tertiary,no,0,yes,no,cellular,27,may,122,2,-1,0,unknown,yes
20132,43436,36,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
6479,20735,35,technician,married,secondary,no,-180,no,yes,cellular,13,aug,823,2,-1,0,unknown,yes
22516,31478,27,technician,single,tertiary,no,393,no,no,cellular,1,apr,165,2,-1,0,unknown,yes
1907,41639,61,management,married,tertiary,no,3371,no,no,cellular,28,sep,299,2,-1,0,unknown,yes
15700,16368,33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,529,1,-1,0,unknown,yes
2081,41440,73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,yes
10145,39605,21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,yes
22669,32066,24,management,married,unknown,no,448,no,no,cellular,14,apr,324,1,-1,0,unknown,yes
