y,probyes
1,0.5349300584
0,0.5345718969
0,0.5345543312
0,0.5345350238
1,0.53436812
0,0.53424127
0,0.5342227074
0,0.5342109129
0,0.5341243191
1,0.5337532866
0,0.5336639943
0,0.5334866973
0,0.5332353712
1,0.5331758847
0,0.5330281352
0,0.5329989131
0,0.5328930249
0,0.532890685
0,0.532668295
0,0.5325651857
1,0.5323679707
1,0.5323392913
1,0.5321681066
0,0.5320561702
0,0.5319661905
0,0.5319457245
0,0.5318812383
0,0.5318634608
0,0.5318339809
0,0.5316996752
0,0.5316927532
1,0.5316606326
1,0.531636679
1,0.5313543039
0,0.5311778964
0,0.5311383007
0,0.5311268951
0,0.5310541276
0,0.5309948566
0,0.5308843315
0,0.530835817
1,0.5307915856
1,0.530643945
0,0.5306272579
0,0.530520907
0,0.5300558698
0,0.5299894601
0,0.5299625073
0,0.529580367
0,0.5294796695
1,0.5294584435
0,0.5294209738
0,0.5294209738
0,0.5293784713
0,0.5289174932
1,0.528875484
0,0.5288257003
0,0.5288232086
0,0.5287520951
1,0.5286946354
0,0.5285958108
1,0.5285498115
0,0.5285087457
0,0.528504659
0,0.5282204265
1,0.5281971509
1,0.5281371918
0,0.5281320082
0,0.5280754874
0,0.5280067044
1,0.5280000752
1,0.5279885614
0,0.5279506803
1,0.5279283004
0,0.5278944562
0,0.5277791149
0,0.5276515081
0,0.5275990189
0,0.5274485761
0,0.5274384069
0,0.5273923458
0,0.527271807
0,0.5272381075
1,0.527147925
0,0.5270754886
0,0.5269437242
0,0.5268367844
1,0.5267837374
1,0.5264782565
0,0.5264532766
0,0.5264342799
0,0.5262199757
0,0.5261092298
0,0.5260254083
0,0.5259495637
0,0.5259035378
0,0.5258470395
0,0.525766754
1,0.5255360628
0,0.5255122749
0,0.5254831508
0,0.5253922866
0,0.5253790209
0,0.5252872571
0,0.5252631688
0,0.5252511496
0,0.525173697
0,0.5250445734
0,0.5250174416
0,0.5249102595
0,0.5248934513
0,0.5248584381
0,0.5247676623
0,0.524588001
0,0.5245469503
1,0.5245323356
0,0.5245148777
0,0.5243960626
0,0.5241904492
1,0.5241668046
0,0.5239434727
1,0.5239267611
0,0.5237033192
0,0.5235932659
0,0.5234261362
0,0.5233145805
0,0.5233031553
0,0.5232913311
0,0.5231673493
1,0.5231335219
0,0.5231202005
0,0.5230778411
0,0.5230529442
0,0.5228834526
0,0.5225368192
0,0.5224653642
0,0.5223426111
0,0.5223401161
0,0.5221836769
0,0.5221249424
0,0.5221008896
0,0.5220125618
0,0.5220055254
0,0.5218123471
0,0.5217766151
0,0.5214553167
0,0.5214483795
0,0.5214083532
0,0.5213769108
0,0.5213000511
0,0.5212155541
0,0.521186157
0,0.5210663713
0,0.5209227749
1,0.5208429144
1,0.5208189062
0,0.5206230931
0,0.5205951406
1,0.5205864554
0,0.5205735273
0,0.5202149249
0,0.5201575686
0,0.5200879815
0,0.5200399589
0,0.519998825
1,0.5199593381
1,0.5196673973
0,0.519571595
0,0.51954878
0,0.5194888215
1,0.519420525
0,0.5192630111
0,0.5191372968
0,0.519128959
0,0.5189095269
0,0.5187987347
0,0.5187788129
0,0.5186036081
0,0.518091998
0,0.5180871044
0,0.5180831595
0,0.5177904367
0,0.5177224726
0,0.5175363043
0,0.5174136543
0,0.5170093839
1,0.5167789972
0,0.516721362
0,0.5166931435
0,0.5166673723
0,0.5164869208
0,0.5164522085
0,0.5163433757
1,0.5163218487
1,0.5159864991
0,0.5159156213
0,0.5156993877
0,0.5156025327
0,0.5155573766
0,0.5155330501
0,0.5154729579
1,0.5154601702
0,0.5154344448
0,0.5154274514
0,0.5152502683
1,0.5152461222
0,0.5151336761
0,0.5151323773
1,0.5150155336
0,0.5146145359
1,0.5145613812
1,0.5145484922
0,0.5144434805
0,0.5143769358
0,0.5143640465
0,0.5142821138
0,0.5138314703
0,0.5138171312
0,0.5137021184
0,0.5135869043
0,0.5135440858
0,0.5135317948
0,0.5134611463
0,0.5129921248
0,0.5126952208
0,0.5124345356
0,0.5124124492
0,0.5121917829
0,0.5121703456
0,0.5120345252
0,0.5117322961
0,0.5117270989
0,0.5117002637
1,0.5116407961
1,0.51140772
0,0.5111127696
0,0.5110501504
0,0.5110172664
0,0.5109932281
0,0.5109724381
1,0.5109572454
0,0.5108353534
0,0.5108010194
1,0.5105540321
1,0.5104521771
0,0.5103986004
0,0.5103462729
0,0.5103433742
0,0.5101041242
0,0.5100758358
0,0.5099409898
0,0.5099069033
1,0.5098868111
0,0.5097223744
0,0.5094773148
0,0.5093547582
0,0.5092248031
0,0.509063907
0,0.5087689008
0,0.5086934738
0,0.5085985022
0,0.5085487668
1,0.5085369203
0,0.5084484958
0,0.5083194821
0,0.5082013144
0,0.5080958424
0,0.5074915893
0,0.5074276036
0,0.507272687
0,0.5072214978
0,0.5071199687
0,0.5070806766
0,0.5070023921
0,0.5069497524
0,0.5067125467
0,0.5066794526
0,0.5066680047
0,0.5066554069
1,0.5065857191
0,0.506347559
0,0.5061834347
0,0.5061132953
0,0.5060054612
0,0.5059834144
1,0.5058602316
0,0.5058271862
0,0.5057123015
0,0.5056979033
0,0.5056760562
0,0.5054132385
0,0.5053910911
0,0.5053147998
0,0.5052194104
1,0.5051822644
0,0.5050353298
0,0.5047958029
0,0.5047551566
0,0.5047458575
0,0.504626468
0,0.504554624
1,0.5045541241
0,0.504365889
0,0.5041810025
0,0.5041190568
0,0.5040729099
0,0.5039602672
1,0.5039456181
0,0.5039324189
0,0.5038949212
0,0.5038807721
1,0.503814926
0,0.5035654896
0,0.5035053926
0,0.5034844936
0,0.5033345006
0,0.5031309591
0,0.5030588618
1,0.5029401161
0,0.5029311664
0,0.5028579689
0,0.502758222
0,0.5024221311
0,0.5024080814
1,0.5023569825
0,0.5021034876
0,0.5020939378
0,0.5020712382
0,0.5020674882
1,0.5020036393
0,0.5019892395
1,0.5019851896
0,0.5017750925
0,0.5017550428
0,0.5015842447
0,0.501307447
0,0.5012601973
0,0.5012542974
0,0.5012420974
1,0.5012100476
0,0.5011592979
0,0.5007681494
1,0.5007011995
1,0.5005471998
1,0.50023545
1,0.5001732
0,0.49975905
1,0.4997349
1,0.4996837
0,0.4996350001
0,0.4994791502
0,0.4994757502
0,0.4993228504
0,0.4992158506
0,0.4992040007
0,0.4990146013
0,0.4989761014
0,0.4989345016
0,0.4988183522
1,0.4987658025
0,0.4987052529
0,0.4984928546
1,0.498347606
0,0.4982757068
0,0.4982060077
0,0.4981361086
0,0.4980793594
0,0.4977150159
0,0.497710866
1,0.4976420675
0,0.4976152181
0,0.4974845212
0,0.4972832267
0,0.497275177
0,0.4972150288
0,0.4968050435
0,0.4967950439
0,0.4967299466
0,0.4966448004
0,0.4963574144
1,0.4961777245
0,0.4961197779
0,0.4960872799
0,0.4960126345
0,0.4959096912
1,0.4958780434
0,0.4958710439
0,0.4956569092
0,0.4955930641
0,0.4952659915
0,0.4952531926
0,0.4952456933
0,0.4951917982
1,0.4949701697
0,0.4949324235
0,0.4948122362
0,0.4946851502
0,0.494608709
0,0.4942760501
0,0.4941991103
0,0.494063529
0,0.49398654
0,0.4939807908
1,0.4938948534
0,0.4938731067
0,0.493778971
0,0.4937116316
0,0.4936038489
0,0.4935759535
0,0.493567005
0,0.493548808
0,0.4935449587
0,0.4934267787
0,0.4934232293
0,0.493267157
1,0.4930978385
0,0.4930921896
0,0.4930259523
0,0.4929400692
0,0.4928284419
1,0.4927759027
1,0.4924555726
0,0.4924329778
0,0.4924236299
0,0.4924078336
0,0.4922596684
0,0.4920323745
1,0.4918487222
0,0.4916383796
1,0.491380604
1,0.4911540731
1,0.4911248823
0,0.4909952737
0,0.4909415912
0,0.4907502054
0,0.4905381797
0,0.4904445636
0,0.4902986677
1,0.4902002551
0,0.4899496539
0,0.4897938179
0,0.489769478
0,0.4896989578
0,0.4896964588
0,0.4896906613
0,0.4896338856
0,0.4895554196
0,0.4893159765
0,0.4892014794
0,0.4888572952
0,0.4887318582
0,0.4886919286
0,0.4885754388
0,0.4885581978
1,0.4884748918
0,0.4884092769
0,0.4882771487
0,0.4881752553
0,0.4881425736
0,0.4879473853
0,0.4875804052
0,0.4874880126
0,0.4873079271
0,0.4872699517
1,0.4871945509
0,0.4868345439
0,0.486741359
0,0.4867177256
1,0.486441275
0,0.4863847168
0,0.4861417003
0,0.4860969848
0,0.4860275388
0,0.4858693638
0,0.4857145889
0,0.4855603663
0,0.4855318901
0,0.4854786849
0,0.4854391183
0,0.4854068958
0,0.4853827664
0,0.4852656174
0,0.4850677417
0,0.484972827
0,0.4849017415
0,0.4848910013
0,0.4848159703
1,0.4847957889
0,0.4847758074
0,0.484531288
0,0.4844354804
0,0.4843976172
1,0.4843703438
0,0.4843208923
0,0.4842848279
0,0.4840204438
0,0.484020244
0,0.4838143572
1,0.4838139077
0,0.48378314
1,0.4836296032
0,0.4835632747
0,0.4835620261
0,0.4833541538
0,0.4833414679
0,0.4830564901
1,0.4829190493
0,0.4828813435
1,0.4828334998
0,0.4828331003
0,0.4828298541
0,0.4826980609
0,0.4826186565
0,0.4826020267
0,0.4825290655
0,0.482369013
0,0.4823278643
0,0.4820377332
0,0.4819863498
0,0.4819615321
1,0.4819572876
0,0.4816982802
0,0.4816874947
0,0.4816178386
0,0.4815024957
0,0.4814651969
0,0.4812143967
0,0.4811838899
0,0.4811554303
0,0.48108563
0,0.4809623578
0,0.4806670432
0,0.4806247068
0,0.4805120272
0,0.4804569113
1,0.4804280056
0,0.4803452831
0,0.4802216756
0,0.4802148862
1,0.4799846515
0,0.4799437673
1,0.4799184082
0,0.4798799205
0,0.4796577349
0,0.4795541575
1,0.4794181867
1,0.4794022638
1,0.4792668954
0,0.4792207251
0,0.4791448569
0,0.4791055755
0,0.4790583083
0,0.4789906776
0,0.4789470549
1,0.4788573149
0,0.4787332884
0,0.4786474945
0,0.4785720828
1,0.478502112
0,0.4783485484
0,0.4783485484
0,0.4781888507
0,0.4781597562
0,0.477738078
0,0.4776777482
0,0.4776641254
0,0.4776000539
1,0.4774915232
1,0.4772821024
0,0.4771633993
0,0.47700628
1,0.47700628
0,0.4770026377
0,0.4768699207
0,0.4766807298
0,0.4765690743
0,0.4764973826
0,0.4764761796
0,0.4762472923
0,0.4762349203
0,0.4761519588
0,0.4761052156
1,0.4756566119
0,0.4756028899
0,0.4755478216
0,0.475538893
1,0.4754893122
0,0.4754423755
0,0.4753630679
0,0.4753611725
1,0.4750587178
0,0.4750377202
0,0.4749721346
0,0.4748216149
0,0.4746894028
1,0.4746414263
0,0.4745314113
0,0.474397661
0,0.4742262148
0,0.474165477
0,0.4740982075
0,0.4740982075
0,0.4739460693
1,0.4737984236
0,0.4737260733
0,0.4735765398
0,0.4734868917
1,0.4734295038
0,0.4732597377
0,0.4731738848
0,0.4730810537
0,0.4729914151
0,0.4728392629
0,0.4728227119
0,0.4728096506
0,0.4727069564
0,0.4726822304
0,0.4726822304
0,0.4726822304
0,0.4724776475
0,0.4721116746
0,0.4720788272
0,0.4720070025
1,0.471983028
1,0.4719252603
0,0.4719118527
1,0.4717328231
0,0.4711817748
0,0.4710312292
1,0.4710300332
0,0.4709010197
0,0.4708666865
1,0.4708585144
0,0.4707417141
0,0.4706956725
0,0.4705058311
0,0.4704412073
0,0.4704383174
0,0.4703854034
0,0.470345793
0,0.4701232844
0,0.4699167297
0,0.4698765259
0,0.4698516167
0,0.469805585
1,0.469777189
0,0.4697377837
0,0.4696612657
0,0.4696590738
0,0.4694913472
0,0.4693564037
1,0.4693220833
0,0.4693102281
0,0.4692115524
0,0.4690676527
0,0.4690372197
0,0.4690036989
0,0.4689571787
1,0.4689346658
0,0.4688553739
0,0.4688502439
1,0.4688060165
0,0.4685732329
0,0.4684501231
0,0.4684370255
1,0.4684254219
0,0.4682021721
0,0.4681362902
0,0.4681043705
0,0.4680855973
0,0.4680579106
0,0.4680514869
0,0.4679903381
0,0.4678154119
0,0.4677829969
0,0.4677273294
0,0.4675229897
1,0.4674113145
1,0.4673789527
0,0.4672933695
0,0.4672844578
0,0.4672225246
0,0.4670648086
0,0.4670637632
0,0.4668901239
1,0.4666387894
0,0.4665648707
0,0.4665559109
0,0.4664311238
0,0.4661935572
0,0.4661921138
0,0.4661543375
0,0.4660226461
0,0.4659748183
0,0.4659627743
1,0.4659555579
0,0.4659314204
0,0.4657701264
1,0.4656093868
0,0.4656050574
0,0.465584953
0,0.4655484271
0,0.4652407082
0,0.4652266266
0,0.4649704311
0,0.4646206736
0,0.464325372
0,0.464219963
0,0.464146492
1,0.464128883
0,0.4640560108
0,0.4636137866
0,0.4635036746
0,0.4633179744
0,0.4631296488
1,0.4630712685
0,0.462923532
0,0.4629183109
0,0.4628297021
0,0.4627990725
0,0.462420054
0,0.4623968857
0,0.4623202226
0,0.4621593952
0,0.4621314562
1,0.4619439931
0,0.4617784619
1,0.4617631519
0,0.461532666
0,0.4614521961
0,0.4613311721
0,0.4612505581
0,0.4612192475
0,0.4609974973
0,0.4609939192
0,0.4606497951
0,0.4605533974
1,0.4604149674
0,0.4603044167
0,0.4602984545
0,0.4600601755
0,0.4599609145
0,0.4598004543
1,0.4597929531
1,0.4597659291
0,0.4597520695
0,0.4596725889
0,0.4596687639
0,0.4595641508
0,0.4595113986
0,0.459505885
0,0.4595027556
0,0.459430285
0,0.4593153986
1,0.4592606142
0,0.4590009607
0,0.4588709933
0,0.4588455169
0,0.4588176074
0,0.458785775
0,0.4585832176
0,0.4582548047
0,0.45819572
1,0.4581250186
1,0.4578563784
0,0.457745623
0,0.4576757763
0,0.4576455943
0,0.4576174975
0,0.4575195579
0,0.4574662957
0,0.457464608
0,0.457345181
0,0.4572060543
0,0.4571404393
0,0.4570385949
1,0.4568460833
1,0.4567837021
1,0.4567191388
0,0.4566797862
0,0.4565080403
0,0.4564982649
0,0.456347866
0,0.4562309663
1,0.456200849
0,0.4561289559
1,0.4559024226
0,0.455859162
0,0.4558388219
0,0.4557269041
0,0.4557261599
0,0.4555656332
0,0.4555402355
0,0.4554134488
0,0.4553343837
1,0.4552251645
0,0.45494544
0,0.4548284006
0,0.4548056876
0,0.4547813383
1,0.4547786604
1,0.4547662627
0,0.4547287227
0,0.4547007044
0,0.4546261227
1,0.4545042375
0,0.4543633673
0,0.4541852693
0,0.4541714365
1,0.4541621651
0,0.4541212125
0,0.4540230974
0,0.4538842351
1,0.453872833
0,0.4538206316
0,0.4538088827
0,0.4537366554
0,0.4537011621
0,0.453496391
1,0.4533260826
0,0.4532514398
0,0.4532210579
0,0.4531120725
1,0.4531011197
0,0.452992288
0,0.452914929
1,0.4528609129
0,0.4527969869
0,0.4527403469
1,0.452715719
0,0.4526189441
0,0.4525122134
0,0.452409005
0,0.4522310381
0,0.4522225662
0,0.4521514228
0,0.452127494
0,0.4521117894
0,0.4520332675
0,0.451923985
0,0.4518686519
0,0.4517503611
1,0.4516462419
0,0.4515721425
0,0.4512525888
0,0.4511180337
0,0.4510622229
1,0.4509338182
1,0.4508756841
0,0.4505865689
1,0.450517501
0,0.450337191
0,0.4503361514
0,0.4500454155
0,0.4499927966
0,0.4499887377
1,0.4499190925
0,0.4497538724
0,0.4495950478
0,0.4495674315
0,0.4494111925
0,0.4491727702
0,0.4490991896
0,0.4490257102
0,0.4490186345
0,0.4490055223
0,0.4489219027
1,0.4489202699
0,0.4488958773
0,0.448793807
0,0.4486669549
0,0.4486453353
1,0.4485996232
0,0.4484363724
0,0.4484028332
0,0.4482726381
1,0.4480229031
0,0.4477503465
1,0.4476830406
0,0.4476494131
0,0.4476235499
0,0.447291557
0,0.4472534851
0,0.4472380588
0,0.4472193199
0,0.4471942525
0,0.4471495571
0,0.4470573013
0,0.4470271434
0,0.4469992107
0,0.4468213389
1,0.4466893528
0,0.446642245
0,0.4465816439
0,0.4465376028
0,0.4465096265
1,0.4464456679
0,0.4463974282
0,0.4463506229
0,0.4463094528
0,0.4462512327
0,0.4460661045
0,0.4460181693
0,0.4458877611
1,0.4458877611
1,0.4455957408
0,0.4455718769
0,0.4455680725
0,0.4454723229
0,0.4453555317
0,0.4451786766
0,0.4448429372
0,0.4447012867
1,0.4443948033
0,0.4443658165
0,0.4443606809
0,0.444329028
0,0.4442282454
1,0.4442075562
0,0.4440645144
0,0.4439494754
0,0.4439004499
0,0.4437049017
0,0.4435723576
1,0.443540716
0,0.4434874052
0,0.4433952496
0,0.4433391783
0,0.4432633659
0,0.4431041487
0,0.4429969575
0,0.4428997893
0,0.4427877231
0,0.4427724261
1,0.4427030975
0,0.4426430474
0,0.442613245
0,0.4425642989
0,0.4424438135
0,0.4424434188
0,0.4423752355
0,0.4421860901
0,0.4421708961
0,0.4421438135
0,0.4420959634
0,0.4420785008
0,0.4420688324
1,0.4420037687
0,0.4418674324
0,0.4418356186
0,0.4417866904
1,0.441783879
0,0.4417296746
0,0.4416816366
0,0.4415835418
1,0.4415709166
0,0.4415691412
0,0.4414035406
0,0.4413849003
0,0.4413374125
0,0.4412516612
0,0.4412280419
1,0.4410999406
0,0.4409447799
0,0.4408536709
0,0.4408284293
0,0.4407955959
0,0.4406540141
0,0.4405694738
0,0.4404484616
0,0.4403868984
1,0.4402814221
0,0.4402777256
0,0.4402617567
0,0.4402025648
0,0.4400801941
0,0.4399479257
0,0.4399146628
1,0.4399002244
0,0.4398510952
0,0.4397886137
1,0.4396362121
1,0.4394156859
0,0.4394118924
0,0.4393137573
1,0.4393109985
0,0.4392720316
0,0.4392070555
0,0.4391901098
0,0.4390701642
0,0.4390018945
0,0.4389500287
0,0.4389061434
0,0.4388821571
0,0.4387290356
1,0.438684958
0,0.4386800332
0,0.4385851346
0,0.4384301646
0,0.4383325204
0,0.43832996
0,0.4382882547
0,0.4382215379
0,0.4381255286
0,0.4381172081
1,0.4380483307
0,0.4380304595
0,0.4379161954
1,0.4377979506
0,0.4374534466
0,0.4371993526
0,0.4371167779
0,0.4368921019
0,0.4368088022
0,0.4368026028
0,0.4366096452
0,0.4365933121
0,0.4365707805
0,0.4365189785
0,0.4365079591
0,0.4365024002
1,0.4364798697
0,0.4364478453
1,0.4364293491
0,0.4364175431
0,0.4357999941
0,0.4357915851
0,0.4357396073
0,0.4357019403
0,0.4356818778
0,0.4356365903
0,0.4355840759
0,0.4355042253
0,0.4353366188
0,0.4353051051
0,0.4352887339
0,0.4351890842
0,0.4351741396
1,0.4349014222
1,0.4348911986
0,0.4347363264
0,0.4347356875
1,0.4346710588
0,0.4345712451
1,0.4344850488
0,0.4344709944
0,0.4344155148
1,0.4343891761
0,0.4342816138
0,0.4342703617
0,0.4341181939
0,0.4340629705
0,0.4339719831
0,0.4339065456
0,0.4338852741
0,0.4338519671
0,0.4337834391
1,0.4337350044
0,0.4334704534
0,0.433438529
0,0.4334270855
0,0.433343005
0,0.4332711564
0,0.4331979357
1,0.4331767214
1,0.4330384415
0,0.4330029402
0,0.4329523655
0,0.4327065337
0,0.4325827712
1,0.432545806
0,0.4325347608
0,0.4324565135
0,0.4324481196
0,0.4323772388
0,0.4323672745
1,0.4322315591
0,0.4320944797
0,0.4320176746
0,0.4320111476
0,0.4319649681
0,0.4318530332
0,0.4318074957
0,0.4317096529
0,0.4314460338
1,0.4314053634
0,0.4313996726
0,0.4310970545
0,0.4309862039
0,0.4309147432
0,0.4308369589
0,0.4307489774
0,0.430682234
0,0.430564054
0,0.4305257084
1,0.4305077128
0,0.430258931
0,0.4302462821
1,0.4302233376
0,0.4299792039
0,0.4298565616
1,0.4297800494
0,0.4296796719
0,0.4296450215
1,0.4296387972
0,0.4296054218
0,0.4295276954
0,0.4294383584
0,0.4292651862
0,0.4291252008
0,0.4291156957
0,0.4291156957
0,0.4290373054
0,0.4290092817
1,0.4290084978
0,0.4289409881
0,0.4288816131
0,0.4287308333
1,0.4286848378
0,0.4286571138
0,0.4282112883
0,0.4280806433
0,0.4279599965
1,0.4278525772
0,0.4277247991
0,0.4276907756
0,0.427369666
0,0.4272538662
0,0.427033203
0,0.427001787
0,0.4268900738
1,0.4268875294
0,0.4268516634
0,0.4268382567
0,0.4268135964
0,0.4267834566
0,0.4267405474
0,0.4266466109
0,0.4265839896
0,0.4265181418
0,0.4263366093
0,0.426335044
0,0.426335044
0,0.4262790866
0,0.4262509618
0,0.4260591881
0,0.4258847476
0,0.4258376563
0,0.4256901805
0,0.4256602567
0,0.425630529
0,0.4254939741
0,0.4252394249
0,0.4252032036
0,0.4251916188
0,0.4251142913
1,0.4250628231
0,0.4249151239
0,0.4248964547
0,0.4248913232
0,0.4248466062
0,0.4248437717
0,0.4246468363
0,0.424501227
1,0.4244867645
1,0.4243935431
0,0.4243588552
0,0.4243356978
0,0.4239796332
0,0.4239621471
0,0.4239371393
0,0.423750961
0,0.4236426926
0,0.4235797957
0,0.4235448324
0,0.4234875059
0,0.4234007389
0,0.4231907987
1,0.4230818849
0,0.4230382433
1,0.4229908443
0,0.4229526723
0,0.4229178204
0,0.4229168929
0,0.4226000883
0,0.4225965258
0,0.4225199577
0,0.4224592525
0,0.4222372396
0,0.4221965976
0,0.4221728374
0,0.422146443
1,0.4220459434
0,0.4219602311
0,0.4218470611
0,0.4217951617
0,0.4217539459
0,0.4216234768
0,0.4214999925
0,0.421218873
0,0.4211851811
1,0.4211048306
1,0.421065242
0,0.4209252273
0,0.4208815971
0,0.4207878575
0,0.4207590494
0,0.4206104843
0,0.4205568231
0,0.4205117414
0,0.4204247495
0,0.4203005814
0,0.4201315478
0,0.4200357103
0,0.4199787563
0,0.4199286737
1,0.4197855965
0,0.4197353254
0,0.4196571454
0,0.4194041233
0,0.4193429075
0,0.4192756072
0,0.4189934848
0,0.4189282449
0,0.4186964226
0,0.4186147919
0,0.4185904544
0,0.4185604713
0,0.4185489357
1,0.4184304213
0,0.4184069142
1,0.4181413538
0,0.4181251502
0,0.4180831578
0,0.4180216554
0,0.4180216554
0,0.4180184441
0,0.4178695648
0,0.4177958605
0,0.4176081866
0,0.4175660629
0,0.417552103
0,0.417363536
0,0.4172686536
0,0.4172546966
0,0.4171321525
0,0.4171302074
0,0.4170850827
0,0.417082846
0,0.4170556649
0,0.4168571949
0,0.4168156762
1,0.4167936533
0,0.4163099137
0,0.4162728816
0,0.4162399326
1,0.4162029022
0,0.4161401181
0,0.416138806
0,0.4160219921
0,0.4159062078
0,0.4158070965
0,0.4155284068
0,0.4155038291
0,0.4154440381
0,0.4152606007
1,0.4152606007
0,0.4152453517
0,0.4151698863
0,0.4151569207
0,0.4150091592
0,0.4149540014
0,0.4149008364
0,0.4148747644
0,0.4148050473
1,0.4147394114
0,0.4145732963
0,0.4145149033
1,0.4144975266
0,0.414379536
0,0.4143221702
0,0.4143072224
0,0.4142488404
0,0.4141668282
0,0.414036686
0,0.4140175685
0,0.4139167931
0,0.4137072112
0,0.4137025542
1,0.4136998376
0,0.4136961993
0,0.4136805306
0,0.4134729725
1,0.4134604589
0,0.4133548736
0,0.4132485204
0,0.4131459576
0,0.4131449393
0,0.4130478632
0,0.4130167828
0,0.4130010732
0,0.4129267943
0,0.4129120553
0,0.4128067055
1,0.4128028756
0,0.4126668977
0,0.4125863838
0,0.4125568163
1,0.4123793763
0,0.4122942752
0,0.4122554581
0,0.4122332635
0,0.4121083892
0,0.4120612918
1,0.4120550413
0,0.4119419079
0,0.4119283906
0,0.4118130392
0,0.4117807754
0,0.4117791768
1,0.4117494329
0,0.411673768
0,0.4116679068
0,0.4116093931
0,0.4115393544
0,0.411458422
0,0.4111469908
0,0.4111401151
0,0.4109349717
0,0.4108926589
1,0.4108011634
0,0.4107751682
0,0.4107095288
0,0.4105805344
0,0.4104834458
1,0.4103911068
0,0.4102979515
0,0.410226819
0,0.409994334
0,0.4099878028
0,0.4096466735
0,0.4095827819
0,0.4095210696
0,0.4093973635
0,0.4093849839
0,0.4091690355
0,0.4090812832
0,0.4090118591
1,0.4090081366
0,0.4089190898
0,0.4088706048
0,0.4088235234
0,0.4088218315
1,0.4087875125
0,0.4087036038
0,0.4085373487
1,0.4084342714
0,0.4084286176
1,0.4083690851
0,0.4083503851
0,0.4083035155
0,0.4082407031
0,0.4081392433
0,0.4081066329
1,0.4080965843
0,0.4080412213
0,0.4078211452
0,0.4076745611
1,0.4076257356
0,0.4075507381
0,0.4075328706
0,0.4074378877
0,0.4074044257
0,0.4073501542
0,0.4072932778
1,0.4072424388
0,0.4071035953
0,0.407009947
0,0.407009947
0,0.4069696899
0,0.4069327164
0,0.4068329509
0,0.4067247958
0,0.4066594052
0,0.4065804584
1,0.4065734615
0,0.406532253
0,0.4065238088
0,0.4065011303
0,0.4063875511
0,0.4063614495
0,0.406315761
0,0.4063015289
0,0.4061428638
0,0.4061107376
0,0.4060953983
0,0.4060822299
0,0.4059902955
0,0.4059400866
0,0.4058957152
0,0.4058157542
0,0.4058140181
0,0.4057742807
0,0.4057435622
0,0.4054477474
0,0.4053626561
0,0.4052627233
0,0.4052097471
0,0.404864709
0,0.4048526616
0,0.404830832
1,0.4048229773
0,0.4047094508
0,0.4045796981
0,0.4045538263
0,0.4044365183
1,0.4043520248
0,0.4043266393
0,0.404314019
1,0.4042581925
0,0.4040978076
0,0.403986947
0,0.4038055553
0,0.4038044479
0,0.403742722
0,0.4036354553
0,0.4035878911
0,0.4035699828
0,0.4034898319
0,0.4034476645
0,0.4033247805
0,0.4032559554
1,0.4031925242
0,0.4031702903
0,0.4031234176
0,0.4031160067
1,0.4030823694
1,0.403061533
0,0.4029870446
0,0.4029342606
0,0.4028101766
0,0.4027803482
1,0.4026960629
0,0.4026306881
0,0.4025771016
1,0.4024718113
0,0.4024439631
0,0.4024320833
0,0.402414336
0,0.4023120413
0,0.4020066507
0,0.4019852074
0,0.4019249664
0,0.4017566149
1,0.4016656705
0,0.4016534618
0,0.4015651204
0,0.4015639669
0,0.4015382059
0,0.4015382059
0,0.4014986043
1,0.4014442982
1,0.4013948963
0,0.4013693791
0,0.4013631801
0,0.4013435742
0,0.4013189711
1,0.4012849985
0,0.401268373
0,0.4012461739
0,0.4012259932
0,0.4011675193
0,0.4011649729
0,0.4010046048
0,0.4009691999
0,0.4009002184
0,0.4008756243
1,0.4008185122
1,0.4007723057
0,0.4007273017
0,0.4005111906
0,0.4004362331
0,0.4003879286
0,0.4003665138
0,0.4003643052
1,0.4002207982
1,0.4001069267
0,0.4000763964
0,0.400049755
1,0.4000263782
0,0.3999480911
1,0.3999274041
0,0.3999216925
0,0.3999055177
0,0.3996068744
0,0.399605243
0,0.3995315895
0,0.3995034249
0,0.3994542943
0,0.3993271111
0,0.3992649877
0,0.399261198
0,0.3992502129
0,0.3991379206
1,0.3990829056
0,0.3989573448
0,0.3988114173
1,0.3988114173
0,0.3988114173
0,0.3987351758
0,0.3986339117
0,0.3985995836
0,0.3985250336
0,0.398477142
0,0.3983710106
0,0.3983220228
0,0.3982701132
0,0.398157866
0,0.3978717848
0,0.3977829557
0,0.3977755775
0,0.3977644624
0,0.3977524372
1,0.3976207425
0,0.3976074733
1,0.3975937252
0,0.3974557738
0,0.3974503615
0,0.3974503615
0,0.3973905879
1,0.3973213828
0,0.3973197545
0,0.3971918437
1,0.3970587279
0,0.3970511149
0,0.3970229138
0,0.3969812118
0,0.3969544486
0,0.3966355883
0,0.3965786804
0,0.3965314906
1,0.396528284
0,0.3963183469
0,0.3962628901
0,0.3961891591
0,0.3960908903
0,0.3960820399
0,0.3960745768
0,0.3960718021
0,0.3960218106
1,0.3960153525
0,0.3960065026
0,0.3958746712
0,0.3958613263
0,0.3956421376
0,0.3956306126
1,0.3954354701
0,0.3954005191
0,0.3953328675
0,0.3952450936
0,0.3951286937
0,0.3950619663
0,0.3950318542
0,0.3950167984
0,0.3948786772
0,0.3948002567
1,0.3947604034
0,0.3947330229
0,0.3947011994
0,0.3945884385
0,0.3944309742
